#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
收集		<span class="tone1">shōu</span> <span class="tone2">jí</span>	<ol><li>to gather</li><li>to collect</li></ol>			
收拾		<span class="tone1">shōu</span> <span class="tone5">shi</span>	<ol><li>to put in order</li><li>to tidy up</li><li>to pack</li><li>to repair</li><li>(coll.) to sort sb out</li><li>to fix sb</li></ol>			
手段		<span class="tone3">shǒu</span> <span class="tone4">duàn</span>	<ol><li>method; way; means (of doing sth)</li><li>skill; ability</li><li>trick; wile</li></ol>			
手法		<span class="tone3">shǒu</span> <span class="tone3">fǎ</span>	<ol><li>technique</li><li>trick</li><li>skill</li></ol>			
寿司	壽司	<span class="tone4">shòu</span> <span class="tone1">sī</span>	<ol><li>sushi</li></ol>			
受灾	受災	<span class="tone4">shòu</span> <span class="tone1">zāi</span>	<ol><li>disaster-stricken</li><li>to be hit by a natural calamity</li></ol>			
瘦		<span class="tone4">shòu</span>	<ol><li>thin</li><li>to lose weight</li><li>(of clothing) tight</li><li>(of meat) lean</li><li>(of land) unproductive</li></ol>			<span class="nobr">受</span>
书法	書法	<span class="tone1">shū</span> <span class="tone3">fǎ</span>	<ol><li>calligraphy</li><li>handwriting</li><li>penmanship</li></ol>			
书柜	書櫃	<span class="tone1">shū</span> <span class="tone4">guì</span>	<ol><li>bookcase</li></ol>			
书桌	書桌	<span class="tone1">shū</span> <span class="tone1">zhuō</span>	<ol><li>desk</li></ol>	张|張(<span class="tone1">zhāng</span>)		
输出	輸出	<span class="tone1">shū</span> <span class="tone1">chū</span>	<ol><li>to export</li><li>to output</li></ol>			
蔬菜		<span class="tone1">shū</span> <span class="tone4">cài</span>	<ol><li>vegetables</li></ol>	种|種(<span class="tone3">zhǒng</span>)		
熟悉		<span class="tone2">shú</span> <span class="tone1">xī</span>	<ol><li>to be familiar with; to know well</li></ol>			
鼠		<span class="tone3">shǔ</span>	<ol><li>(bound form) rat; mouse</li></ol>			<span class="nobr">属</span> <span class="nobr">数</span>
鼠标	鼠標	<span class="tone3">shǔ</span> <span class="tone1">biāo</span>	<ol><li>mouse (computing)</li></ol>			
数目	數目	<span class="tone4">shù</span> <span class="tone4">mù</span>	<ol><li>amount</li><li>number</li></ol>			
摔		<span class="tone1">shuāi</span>	<ol><li>to throw down</li><li>to fall</li><li>to drop and break</li></ol>			
摔倒		<span class="tone1">shuāi</span> <span class="tone3">dǎo</span>	<ol><li>to fall down</li><li>to slip and fall</li><li>to throw sb to the ground</li></ol>			
率领	率領	<span class="tone4">shuài</span> <span class="tone3">lǐng</span>	<ol><li>to lead</li><li>to command</li><li>to head</li></ol>			
双手	雙手	<span class="tone1">shuāng</span> <span class="tone3">shǒu</span>	<ol><li>both hands</li></ol>			
水产品	水產品	<span class="tone3">shuǐ</span> <span class="tone3">chǎn</span> <span class="tone3">pǐn</span>	<ol><li>aquatic products (including fish, crabs, seaweed etc)</li></ol>			
水分		<span class="tone3">shuǐ</span> <span class="tone4">fèn</span>	<ol><li>moisture content</li><li>(fig.) overstatement</li><li>padding</li></ol>			
水库	水庫	<span class="tone3">shuǐ</span> <span class="tone4">kù</span>	<ol><li>reservoir</li></ol>	座(<span class="tone4">zuò</span>)		
水灾	水災	<span class="tone3">shuǐ</span> <span class="tone1">zāi</span>	<ol><li>flood</li><li>flood damage</li></ol>			
睡眠		<span class="tone4">shuì</span> <span class="tone2">mián</span>	<ol><li>sleep</li><li>to sleep</li><li>(computing) to enter sleep mode</li></ol>			
说法	說法	<span class="tone1">shuō</span> <span class="tone3">fǎ</span>	<ol><li>to expound Buddhist teachings</li></ol>			
说法	說法	<span class="tone1">shuō</span> <span class="tone5">fa</span>	<ol><li>way of speaking</li><li>wording</li><li>formulation</li><li>one's version (of events)</li><li>statement</li><li>theory</li><li>hypothesis</li><li>interpretation</li></ol>			
硕士	碩士	<span class="tone4">shuò</span> <span class="tone4">shì</span>	<ol><li>master's degree</li><li>person who has a master's degree</li><li>learned person</li></ol>			
私人		<span class="tone1">sī</span> <span class="tone2">rén</span>	<ol><li>private</li><li>personal</li><li>interpersonal</li><li>sb with whom one has a close personal relationship</li><li>a member of one's clique</li></ol>			
思维	思維	<span class="tone1">sī</span> <span class="tone2">wéi</span>	<ol><li>(line of) thought</li><li>thinking</li></ol>			
四周		<span class="tone4">sì</span> <span class="tone1">zhōu</span>	<ol><li>all around</li></ol>			
搜		<span class="tone1">sōu</span>	<ol><li>to search</li></ol>			
搜索		<span class="tone1">sōu</span> <span class="tone3">suǒ</span>	<ol><li>to search (a place)</li><li>to search (a database)</li><li>to search for (sth)</li></ol>			
宿舍		<span class="tone4">sù</span> <span class="tone4">shè</span>	<ol><li>dormitory</li><li>dorm room</li><li>living quarters</li><li>hostel</li></ol>	间|間(<span class="tone1">jiān</span>)		
酸甜苦辣		<span class="tone1">suān</span> <span class="tone2">tián</span> <span class="tone3">kǔ</span> <span class="tone4">là</span>	<ol><li>sour, sweet, bitter and spicy hot</li><li>fig. the joys and sorrows of life</li></ol>			
随后	隨後	<span class="tone2">suí</span> <span class="tone4">hòu</span>	<ol><li>soon after</li></ol>			
随意	隨意	<span class="tone2">suí</span> <span class="tone4">yì</span>	<ol><li>as one wishes</li><li>according to one's wishes</li><li>at will</li><li>voluntary</li><li>conscious</li></ol>			
随着	隨著	<span class="tone2">suí</span> <span class="tone5">zhe</span>	<ol><li>along with</li><li>in the wake of</li><li>following</li></ol>			
岁月	歲月	<span class="tone4">suì</span> <span class="tone4">yuè</span>	<ol><li>years</li><li>time</li></ol>			
碎		<span class="tone4">suì</span>	<ol><li>(transitive or intransitive verb) to break into pieces; to shatter; to crumble</li><li>broken; fragmentary; scattered</li><li>garrulous</li></ol>			
损害	損害	<span class="tone3">sǔn</span> <span class="tone4">hài</span>	<ol><li>harm</li><li>to damage</li><li>to impair</li></ol>			
损失	損失	<span class="tone3">sǔn</span> <span class="tone1">shī</span>	<ol><li>loss</li><li>damage</li><li>to lose</li><li>to suffer damage</li></ol>	个|個(<span class="tone4">gè</span>)		
所在		<span class="tone3">suǒ</span> <span class="tone4">zài</span>	<ol><li>place</li><li>location</li><li>(after a noun) place where it is located</li></ol>			
锁	鎖	<span class="tone3">suǒ</span>	<ol><li>to lock; to lock up</li><li>a lock (CL:把)</li></ol>			<span class="nobr">所</span>
锁	鎻	<span class="tone3">suǒ</span>	<ol><li>old variant of 鎖｜锁</li></ol>			<span class="nobr">所</span>
台风	臺風	<span class="tone2">tái</span> <span class="tone1">fēng</span>	<ol><li>stage presence, poise</li></ol>			
台风	颱風	<span class="tone2">tái</span> <span class="tone1">fēng</span>	<ol><li>typhoon</li></ol>			
抬		<span class="tone2">tái</span>	<ol><li>to lift</li><li>to raise</li><li>(of two or more persons) to carry</li></ol>			<span class="nobr">台</span>
抬头	抬頭	<span class="tone2">tái</span> <span class="tone2">tóu</span>	<ol><li>to raise one's head</li><li>to gain ground</li><li>account name, or space for writing the name on checks, bills etc</li></ol>			
太空		<span class="tone4">tài</span> <span class="tone1">kōng</span>	<ol><li>outer space</li></ol>			
弹	彈	<span class="tone2">tán</span>	<ol><li>to pluck (a string)</li><li>to play (a string instrument)</li><li>to spring or leap</li><li>to shoot (e.g. with a catapult)</li><li>(of cotton) to fluff or tease</li><li>to flick</li><li>to flip</li><li>to accuse</li><li>to impeach</li><li>elastic (of materials)</li></ol>			<span class="nobr">谈</span>
弹	彈	<span class="tone4">dàn</span>	<ol><li>crossball</li><li>bullet</li><li>shot</li><li>shell</li><li>ball</li></ol>			<span class="nobr">但</span> <span class="nobr">淡</span> <span class="nobr">蛋</span>
逃		<span class="tone2">táo</span>	<ol><li>to escape</li><li>to run away</li><li>to flee</li></ol>			
逃跑		<span class="tone2">táo</span> <span class="tone3">pǎo</span>	<ol><li>to flee from sth</li><li>to run away</li><li>to escape</li></ol>			
逃走		<span class="tone2">táo</span> <span class="tone3">zǒu</span>	<ol><li>to escape</li><li>to flee</li><li>to run away</li></ol>			
桃		<span class="tone2">táo</span>	<ol><li>peach</li></ol>			<span class="nobr">逃</span>
桃花		<span class="tone2">táo</span> <span class="tone1">huā</span>	<ol><li>peach blossom</li><li>(fig.) love affair</li></ol>			
桃树	桃樹	<span class="tone2">táo</span> <span class="tone4">shù</span>	<ol><li>peach tree</li></ol>	株(<span class="tone1">zhū</span>)		
讨厌	討厭	<span class="tone3">tǎo</span> <span class="tone4">yàn</span>	<ol><li>to dislike</li><li>to loathe</li><li>disagreeable</li><li>troublesome</li><li>annoying</li></ol>			
特定		<span class="tone4">tè</span> <span class="tone4">dìng</span>	<ol><li>special; specific; designated; particular</li></ol>			
特性		<span class="tone4">tè</span> <span class="tone4">xìng</span>	<ol><li>property</li><li>characteristic</li></ol>			
特有		<span class="tone4">tè</span> <span class="tone3">yǒu</span>	<ol><li>specific (to)</li><li>characteristic (of)</li><li>distinctive</li></ol>			
提倡		<span class="tone2">tí</span> <span class="tone4">chàng</span>	<ol><li>to promote</li><li>to advocate</li></ol>			
提起		<span class="tone2">tí</span> <span class="tone3">qǐ</span>	<ol><li>to mention</li><li>to speak of</li><li>to lift</li><li>to pick up</li><li>to arouse</li><li>to raise (a topic, a heavy weight, one's fist, one's spirits etc)</li></ol>			
提示		<span class="tone2">tí</span> <span class="tone4">shì</span>	<ol><li>to point out</li><li>to remind (sb of sth)</li><li>to suggest</li><li>suggestion</li><li>tip</li><li>reminder</li><li>notice</li></ol>			
题材	題材	<span class="tone2">tí</span> <span class="tone2">cái</span>	<ol><li>subject matter</li></ol>			
体积	體積	<span class="tone3">tǐ</span> <span class="tone1">jī</span>	<ol><li>volume</li><li>bulk</li></ol>	个|個(<span class="tone4">gè</span>)		
体力	體力	<span class="tone3">tǐ</span> <span class="tone4">lì</span>	<ol><li>physical strength</li><li>physical power</li></ol>			
天才		<span class="tone1">tiān</span> <span class="tone2">cái</span>	<ol><li>talent</li><li>gift</li><li>genius</li><li>talented</li><li>gifted</li></ol>			
天然气	天然氣	<span class="tone1">tiān</span> <span class="tone2">rán</span> <span class="tone4">qì</span>	<ol><li>natural gas</li></ol>			
天文		<span class="tone1">tiān</span> <span class="tone2">wén</span>	<ol><li>astronomy</li></ol>			
调节	調節	<span class="tone2">tiáo</span> <span class="tone2">jié</span>	<ol><li>to adjust</li><li>to regulate</li><li>to harmonize</li><li>to reconcile (accountancy etc)</li></ol>			
调解	調解	<span class="tone2">tiáo</span> <span class="tone3">jiě</span>	<ol><li>to mediate</li><li>to bring parties to an agreement</li></ol>			
厅	廳	<span class="tone1">tīng</span>	<ol><li>(reception) hall</li><li>living room</li><li>office</li><li>provincial government department</li></ol>			
停留		<span class="tone2">tíng</span> <span class="tone2">liú</span>	<ol><li>to stay somewhere temporarily</li><li>to stop over</li></ol>			
通用		<span class="tone1">tōng</span> <span class="tone4">yòng</span>	<ol><li>to use anywhere, anytime (card, ticket etc)</li><li>to be used by everyone (language, textbook etc)</li><li>(of two or more things) interchangeable</li></ol>			
偷		<span class="tone1">tōu</span>	<ol><li>to steal</li><li>to pilfer</li><li>to snatch</li><li>thief</li><li>stealthily</li></ol>			
偷偷		<span class="tone1">tōu</span> <span class="tone1">tōu</span>	<ol><li>stealthily</li><li>secretly</li><li>covertly</li><li>furtively</li><li>on the sly</li></ol>			
突破		<span class="tone1">tū</span> <span class="tone4">pò</span>	<ol><li>to break through</li><li>to make a breakthrough</li><li>to surmount (an obstacle)</li><li>(sports) to break through the opponent's defense</li></ol>			
土豆		<span class="tone3">tǔ</span> <span class="tone4">dòu</span>	<ol><li>potato (CL:個｜个)</li><li>(Tw) peanut (CL:顆｜颗)</li></ol>			
吐		<span class="tone3">tǔ</span>	<ol><li>to spit</li><li>to send out (silk from a silkworm, bolls from cotton flowers etc)</li><li>to say</li><li>to pour out (one's grievances)</li></ol>			<span class="nobr">土</span>
吐		<span class="tone4">tù</span>	<ol><li>to vomit</li><li>to throw up</li></ol>			
兔		<span class="tone4">tù</span>	<ol><li>rabbit</li></ol>			<span class="nobr">吐</span>
团长	團長	<span class="tone2">tuán</span> <span class="tone3">zhǎng</span>	<ol><li>regimental command</li><li>head of a delegation</li><li>group buy organizer; group-buying coordinator</li></ol>			
推行		<span class="tone1">tuī</span> <span class="tone2">xíng</span>	<ol><li>to put into effect</li><li>to carry out</li></ol>			
脱离	脫離	<span class="tone1">tuō</span> <span class="tone2">lí</span>	<ol><li>to separate oneself from</li><li>to break away from</li><li>diastasis (medicine)</li><li>abscission</li><li>abjunction (botany)</li></ol>			
外界		<span class="tone4">wài</span> <span class="tone4">jiè</span>	<ol><li>the outside world</li><li>external</li></ol>			
完了		<span class="tone2">wán</span> <span class="tone5">le</span>	<ol><li>to be finished</li><li>to be done for</li><li>ruined</li><li>gone to the dogs</li><li>oh no</li></ol>			
微博		<span class="tone1">wēi</span> <span class="tone2">bó</span>	<ol><li>microblogging</li><li>microblog</li></ol>			
为难	為難	<span class="tone2">wéi</span> <span class="tone2">nán</span>	<ol><li>to feel embarrassed or awkward</li><li>to make things difficult (for someone)</li><li>to find things difficult (to do or manage)</li></ol>			
为期	為期	<span class="tone2">wéi</span> <span class="tone1">qī</span>	<ol><li>(to be done) by (a certain date)</li><li>lasting (a certain time)</li></ol>			
为止	為止	<span class="tone2">wéi</span> <span class="tone3">zhǐ</span>	<ol><li>until</li><li>(used in combination with words like 到 or 至 in constructs of the form 到...為止｜到...为止)</li></ol>			
为主	為主	<span class="tone2">wéi</span> <span class="tone3">zhǔ</span>	<ol><li>to rely mainly on</li><li>to attach most importance to</li></ol>			
违法	違法	<span class="tone2">wéi</span> <span class="tone3">fǎ</span>	<ol><li>illegal</li><li>to break the law</li></ol>			
违反	違反	<span class="tone2">wéi</span> <span class="tone3">fǎn</span>	<ol><li>to violate (a law)</li></ol>			
违规	違規	<span class="tone2">wéi</span> <span class="tone1">guī</span>	<ol><li>to violate the rules</li></ol>			
围绕	圍繞	<span class="tone2">wéi</span> <span class="tone4">rào</span>	<ol><li>to revolve around</li><li>to center on (an issue)</li></ol>			
唯一		<span class="tone2">wéi</span> <span class="tone1">yī</span>	<ol><li>only; sole</li></ol>			
委托	委託	<span class="tone3">wěi</span> <span class="tone1">tuō</span>	<ol><li>to entrust</li><li>to trust</li><li>to commission</li></ol>			
卫星	衛星	<span class="tone4">wèi</span> <span class="tone1">xīng</span>	<ol><li>satellite</li><li>moon</li></ol>	颗|顆(<span class="tone1">kē</span>)		
胃		<span class="tone4">wèi</span>	<ol><li>stomach</li></ol>	个|個(<span class="tone4">gè</span>)		<span class="nobr">为</span> <span class="nobr">位</span> <span class="nobr">喂</span>
慰问	慰問	<span class="tone4">wèi</span> <span class="tone4">wèn</span>	<ol><li>to express sympathy, greetings, consolation etc</li></ol>			
温和	溫和	<span class="tone1">wēn</span> <span class="tone2">hé</span>	<ol><li>mild</li><li>gentle</li><li>moderate</li></ol>			
温和	溫和	<span class="tone1">wēn</span> <span class="tone5">huo</span>	<ol><li>lukewarm</li></ol>			
文艺	文藝	<span class="tone2">wén</span> <span class="tone4">yì</span>	<ol><li>literature and art</li></ol>			
卧室	臥室	<span class="tone4">wò</span> <span class="tone4">shì</span>	<ol><li>bedroom</li></ol>	间|間(<span class="tone1">jiān</span>)		
握		<span class="tone4">wò</span>	<ol><li>to hold; to grasp</li><li>to clench (one's fist)</li><li>(bound form) to have in one's control</li><li>classifier: a handful</li></ol>			
污染		<span class="tone1">wū</span> <span class="tone3">rǎn</span>	<ol><li>to pollute; to contaminate (lit. and fig.)</li></ol>			
污水		<span class="tone1">wū</span> <span class="tone3">shuǐ</span>	<ol><li>sewage</li></ol>			
屋		<span class="tone1">wū</span>	<ol><li>(bound form) house</li><li>(bound form) room</li></ol>			
无奈	無奈	<span class="tone2">wú</span> <span class="tone4">nài</span>	<ol><li>to have no alternative</li><li>frustrated</li><li>exasperated</li><li>helpless</li><li>(conjunction) but unfortunately</li></ol>			
无疑	無疑	<span class="tone2">wú</span> <span class="tone2">yí</span>	<ol><li>undoubtedly; without doubt; for sure</li></ol>			
舞		<span class="tone3">wǔ</span>	<ol><li>to dance</li><li>to wield</li><li>to brandish</li></ol>			
物价	物價	<span class="tone4">wù</span> <span class="tone4">jià</span>	<ol><li>(commodity) prices</li></ol>	个|個(<span class="tone4">gè</span>)		
物业	物業	<span class="tone4">wù</span> <span class="tone4">yè</span>	<ol><li>property</li><li>real estate</li></ol>			
物质	物質	<span class="tone4">wù</span> <span class="tone4">zhì</span>	<ol><li>matter</li><li>substance</li><li>material</li><li>materialistic</li></ol>	个|個(<span class="tone4">gè</span>)		
误解	誤解	<span class="tone4">wùjiě</span>	<ol><li>to misunderstand</li><li>misunderstanding</li></ol>			
西红柿	西紅柿	<span class="tone1">xī</span> <span class="tone2">hóng</span> <span class="tone4">shì</span>	<ol><li>tomato</li></ol>	只|隻(<span class="tone1">zhī</span>)		
西装	西裝	<span class="tone1">xī</span> <span class="tone1">zhuāng</span>	<ol><li>suit</li><li>Western-style clothes</li></ol>	套(<span class="tone4">tào</span>)		
喜剧	喜劇	<span class="tone3">xǐ</span> <span class="tone4">jù</span>	<ol><li>comedy</li></ol>	部(<span class="tone4">bù</span>), 出|齣(<span class="tone1">chū</span>)		
戏	戲	<span class="tone4">xì</span>	<ol><li>trick</li><li>drama</li><li>play</li><li>show</li></ol>	出|齣(<span class="tone1">chū</span>), 场|場(<span class="tone3">chǎng</span>), 台|臺(<span class="tone2">tái</span>)		<span class="nobr">系</span> <span class="nobr">细</span>
戏剧	戲劇	<span class="tone4">xì</span> <span class="tone4">jù</span>	<ol><li>a drama; a play; theater</li><li>script of a play</li></ol>			
吓	嚇	<span class="tone4">xià</span>	<ol><li>to frighten</li><li>to scare</li></ol>			<span class="nobr">下</span>
吓	嚇	<span class="tone4">hè</span>	<ol><li>to scare</li><li>to intimidate</li><li>to threaten</li><li>(interjection showing disapproval) tut-tut</li><li>(interjection showing astonishment)</li></ol>			<span class="nobr">和</span> <span class="nobr">喝</span>
先后	先後	<span class="tone1">xiān</span> <span class="tone4">hòu</span>	<ol><li>early or late; first and last; priority</li><li>in succession; one after another</li></ol>			
先前		<span class="tone1">xiān</span> <span class="tone2">qián</span>	<ol><li>before; previously</li></ol>			
鲜艳	鮮艷	<span class="tone1">xiān</span> <span class="tone4">yàn</span>	<ol><li>bright-colored; gaily-colored</li></ol>			
闲	閒	<span class="tone2">xián</span>	<ol><li>idle</li><li>unoccupied</li><li>leisure</li></ol>			<span class="nobr">咸</span>
闲	閑	<span class="tone2">xián</span>	<ol><li>enclosure</li><li>(variant of 閒｜闲) idle</li><li>unoccupied</li><li>leisure</li></ol>			<span class="nobr">咸</span>
显	顯	<span class="tone3">xiǎn</span>	<ol><li>to make visible</li><li>to reveal</li><li>prominent</li><li>conspicuous</li><li>(prefix) phanero-</li></ol>			<span class="nobr">鲜</span>
现有	現有	<span class="tone4">xiàn</span> <span class="tone3">yǒu</span>	<ol><li>currently existing</li><li>currently available</li></ol>			
现状	現狀	<span class="tone4">xiàn</span> <span class="tone4">zhuàng</span>	<ol><li>current situation</li></ol>			
线索	線索	<span class="tone4">xiàn</span> <span class="tone3">suǒ</span>	<ol><li>trail</li><li>clues</li><li>thread (of a story)</li></ol>			
献	獻	<span class="tone4">xiàn</span>	<ol><li>to offer</li><li>to present</li><li>to dedicate</li><li>to donate</li><li>to show</li><li>to put on display</li><li>worthy person (old)</li></ol>			<span class="nobr">县</span> <span class="nobr">线</span> <span class="nobr">见</span>
乡	鄉	<span class="tone1">xiāng</span>	<ol><li>country or countryside</li><li>native place</li><li>home village or town</li><li>township (PRC administrative unit)</li></ol>			<span class="nobr">箱</span> <span class="nobr">香</span>
乡村	鄉村	<span class="tone1">xiāng</span> <span class="tone1">cūn</span>	<ol><li>rustic</li><li>village</li><li>countryside</li></ol>			
相等		<span class="tone1">xiāng</span> <span class="tone3">děng</span>	<ol><li>equal</li><li>equally</li><li>equivalent</li></ol>			
相应	相應	<span class="tone1">xiāng</span> <span class="tone4">yìng</span>	<ol><li>to correspond</li><li>answering (one another)</li><li>to agree (among the part)</li><li>corresponding</li><li>relevant</li><li>appropriate</li><li>(modify) accordingly</li></ol>			
香肠	香腸	<span class="tone1">xiāng</span> <span class="tone2">cháng</span>	<ol><li>sausage</li></ol>	根(<span class="tone1">gēn</span>)		
详细	詳細	<span class="tone2">xiáng</span> <span class="tone4">xì</span>	<ol><li>detailed</li><li>in detail</li><li>minute</li></ol>			
享受		<span class="tone3">xiǎng</span> <span class="tone4">shòu</span>	<ol><li>to enjoy</li><li>to live it up</li><li>pleasure</li></ol>	种|種(<span class="tone3">zhǒng</span>)		
向导	嚮導	<span class="tone4">xiàng</span> <span class="tone3">dǎo</span>	<ol><li>guide</li></ol>			
向前		<span class="tone4">xiàng</span> <span class="tone2">qián</span>	<ol><li>forward</li><li>onward</li></ol>			
向上		<span class="tone4">xiàng</span> <span class="tone4">shàng</span>	<ol><li>upward</li><li>up</li><li>to advance</li><li>to try to improve oneself</li><li>to make progress</li></ol>			
相声	相聲	<span class="tone4">xiàng</span> <span class="tone5">sheng</span>	<ol><li>comic dialogue</li><li>sketch</li><li>crosstalk</li></ol>			
象征	象徵	<span class="tone4">xiàng</span> <span class="tone1">zhēng</span>	<ol><li>emblem</li><li>symbol</li><li>token</li><li>badge</li><li>to symbolize</li><li>to signify</li><li>to stand for</li></ol>			
消除		<span class="tone1">xiāo</span> <span class="tone2">chú</span>	<ol><li>to eliminate</li><li>to remove</li></ol>			
消毒		<span class="tone1">xiāo</span> <span class="tone2">dú</span>	<ol><li>to disinfect; to sterilize</li></ol>			
消防		<span class="tone1">xiāo</span> <span class="tone2">fáng</span>	<ol><li>firefighting</li><li>fire control</li></ol>			
消费者	消費者	<span class="tone1">xiāo</span> <span class="tone4">fèi</span> <span class="tone3">zhě</span>	<ol><li>consumer</li></ol>			
消极	消極	<span class="tone1">xiāo</span> <span class="tone2">jí</span>	<ol><li>negative</li><li>passive</li><li>inactive</li></ol>			
小偷儿	小偷兒	<span class="tone3">xiǎo</span> <span class="tone1">tōur</span>	<ol><li>erhua variant of 小偷</li></ol>			
歇		<span class="tone1">xiē</span>	<ol><li>to rest</li><li>to take a break</li><li>to stop</li><li>to halt</li><li>(dialect) to sleep</li><li>a moment</li><li>a short while</li></ol>			<span class="nobr">些</span>
协议	協議	<span class="tone2">xié</span> <span class="tone4">yì</span>	<ol><li>agreement</li><li>pact</li><li>protocol</li></ol>	项|項(<span class="tone4">xiàng</span>)		
协议书	協議書	<span class="tone2">xié</span> <span class="tone4">yì</span> <span class="tone1">shū</span>	<ol><li>contract</li><li>protocol</li></ol>			
斜		<span class="tone2">xié</span>	<ol><li>inclined</li><li>slanting</li><li>oblique</li><li>tilting</li></ol>			<span class="nobr">鞋</span>
心态	心態	<span class="tone1">xīn</span> <span class="tone4">tài</span>	<ol><li>attitude (of the heart)</li><li>state of one's psyche</li><li>way of thinking</li><li>mentality</li></ol>			
心疼		<span class="tone1">xīn</span> <span class="tone2">téng</span>	<ol><li>to love dearly</li><li>to feel sorry for sb</li><li>to regret</li><li>to grudge</li><li>to be distressed</li></ol>			
辛苦		<span class="tone1">xīn</span> <span class="tone3">kǔ</span>	<ol><li>exhausting</li><li>hard</li><li>tough</li><li>arduous</li><li>to work hard</li><li>to go to a lot of trouble</li><li>hardship(s)</li></ol>			
欣赏	欣賞	<span class="tone1">xīn</span> <span class="tone3">shǎng</span>	<ol><li>to appreciate; to enjoy; to admire</li></ol>			
信念		<span class="tone4">xìn</span> <span class="tone4">niàn</span>	<ol><li>faith</li><li>belief</li><li>conviction</li></ol>			
信箱		<span class="tone4">xìn</span> <span class="tone1">xiāng</span>	<ol><li>mailbox</li><li>post office box</li></ol>			
行驶	行駛	<span class="tone2">xíng</span> <span class="tone3">shǐ</span>	<ol><li>to travel along a route (of vehicles etc)</li></ol>			
形态	形態	<span class="tone2">xíng</span> <span class="tone4">tài</span>	<ol><li>shape</li><li>form</li><li>pattern</li><li>morphology</li></ol>			
性能		<span class="tone4">xìng</span> <span class="tone2">néng</span>	<ol><li>function; performance; behavior</li></ol>			
雄伟	雄偉	<span class="tone2">xióng</span> <span class="tone3">wěi</span>	<ol><li>grand</li><li>imposing</li><li>magnificent</li><li>majestic</li></ol>			
熊		<span class="tone2">xióng</span>	<ol><li>bear</li><li>(coll.) to scold; to rebuke</li><li>(coll.) weak; incapable</li></ol>			
熊		<span class="tone2">Xióng</span>	<ol><li>surname Xiong</li></ol>			
休闲	休閒	<span class="tone1">xiū</span> <span class="tone2">xián</span>	<ol><li>leisure</li><li>relaxation</li><li>not working</li><li>idle</li><li>to enjoy leisure</li><li>to lie fallow</li></ol>			
修复	修復	<span class="tone1">xiū</span> <span class="tone4">fù</span>	<ol><li>to restore; to renovate</li><li>(computing) to repair (a corrupted file etc)</li></ol>			
修建		<span class="tone1">xiū</span> <span class="tone4">jiàn</span>	<ol><li>to build</li><li>to construct</li></ol>			
修养	修養	<span class="tone1">xiū</span> <span class="tone3">yǎng</span>	<ol><li>accomplishment</li><li>training</li><li>self-cultivation</li></ol>			
虚心	虛心	<span class="tone1">xū</span> <span class="tone1">xīn</span>	<ol><li>open-minded</li><li>humble</li></ol>			
许可	許可	<span class="tone3">xǔ</span> <span class="tone3">kě</span>	<ol><li>to allow</li><li>to permit</li></ol>			
选修	選修	<span class="tone3">xuǎn</span> <span class="tone1">xiū</span>	<ol><li>(at a school) to take as an elective</li><li>an elective</li><li>elective (subject)</li></ol>			
学科	學科	<span class="tone2">xué</span> <span class="tone1">kē</span>	<ol><li>subject</li><li>branch of learning</li><li>course</li><li>academic discipline</li></ol>			
学位	學位	<span class="tone2">xué</span> <span class="tone4">wèi</span>	<ol><li>academic degree</li><li>place in school</li></ol>			
学者	學者	<span class="tone2">xué</span> <span class="tone3">zhě</span>	<ol><li>scholar</li></ol>			
寻求	尋求	<span class="tone2">xún</span> <span class="tone2">qiú</span>	<ol><li>to seek; to look for</li></ol>			
询问	詢問	<span class="tone2">xún</span> <span class="tone4">wèn</span>	<ol><li>to inquire</li></ol>			
押金		<span class="tone1">yā</span> <span class="tone1">jīn</span>	<ol><li>deposit</li><li>down payment</li></ol>			
鸭子	鴨子	<span class="tone1">yā</span> <span class="tone5">zi</span>	<ol><li>duck</li><li>male prostitute (slang)</li></ol>			
亚军	亞軍	<span class="tone4">yà</span> <span class="tone1">jūn</span>	<ol><li>second place (in a sports contest)</li><li>runner-up</li></ol>			
延伸		<span class="tone2">yán</span> <span class="tone1">shēn</span>	<ol><li>to extend</li><li>to spread</li></ol>			
严厉	嚴厲	<span class="tone2">yán</span> <span class="tone4">lì</span>	<ol><li>severe</li><li>strict</li></ol>			
严肃	嚴肅	<span class="tone2">yán</span> <span class="tone4">sù</span>	<ol><li>solemn</li><li>grave</li><li>serious</li><li>earnest</li><li>severe</li></ol>			
言语	言語	<span class="tone2">yán</span> <span class="tone3">yǔ</span>	<ol><li>words</li><li>speech</li><li>(spoken) language</li></ol>			
言语	言語	<span class="tone2">yán</span> <span class="tone5">yu</span>	<ol><li>to speak</li><li>to tell</li></ol>			
研究所		<span class="tone2">yán</span> <span class="tone1">jiū</span> <span class="tone3">suǒ</span>	<ol><li>research institute</li><li>graduate studies</li><li>graduate school</li></ol>	个|個(<span class="tone4">gè</span>)		
眼光		<span class="tone3">yǎn</span> <span class="tone1">guāng</span>	<ol><li>gaze</li><li>insight</li><li>foresight</li><li>vision</li><li>way of looking at things</li></ol>			
邀请	邀請	<span class="tone1">yāo</span> <span class="tone3">qǐng</span>	<ol><li>to invite</li><li>invitation</li></ol>	个|個(<span class="tone4">gè</span>)		
摇头	搖頭	<span class="tone2">yáo</span> <span class="tone2">tóu</span>	<ol><li>to shake one's head</li></ol>			
