#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
酸		<span class="tone1">suān</span>	<ol><li>sour</li><li>tart</li><li>sick at heart</li><li>grieved</li><li>sore</li><li>aching</li><li>pedantic</li><li>impractical</li><li>to make sarcastic remarks about sb</li><li>an acid</li></ol>			
酸奶		<span class="tone1">suān</span> <span class="tone3">nǎi</span>	<ol><li>yogurt</li></ol>			
随手	隨手	<span class="tone2">suí</span> <span class="tone3">shǒu</span>	<ol><li>conveniently</li><li>without extra trouble</li><li>while doing it</li><li>in passing</li></ol>			
孙女	孫女	<span class="tone1">sūn</span> <span class="tone3">nǚ</span>	<ol><li>son's daughter</li><li>granddaughter</li></ol>			
孙子	孫子	<span class="tone1">sūn</span> <span class="tone5">zi</span>	<ol><li>grandson</li><li>son's son</li></ol>			
孙子	孫子	<span class="tone1">Sūn</span> <span class="tone3">zǐ</span>	<ol><li>Sun Tzu, also known as Sun Wu 孫武｜孙武 (c. 500 BC, dates of birth and death uncertain), general, strategist and philosopher of the Spring and Autumn Period (700-475 BC), believed to be the author of the “Art of War” 孫子兵法｜孙子兵法, one of the Seven Military Classics of ancient China 武經七書｜武经七书</li></ol>			
缩短	縮短	<span class="tone1">suō</span> <span class="tone3">duǎn</span>	<ol><li>to curtail</li><li>to cut down</li></ol>			
缩小	縮小	<span class="tone1">suōxiǎo</span>	<ol><li>to reduce; to decrease; to shrink</li></ol>			
台阶	臺階	<span class="tone2">tái</span> <span class="tone1">jiē</span>	<ol><li>steps</li><li>flight of steps</li><li>step (over obstacle)</li><li>fig. way out of an embarrassing situation</li><li>bench (geology)</li></ol>			
台上	臺上	<span class="tone2">tái</span> <span class="tone4">shàng</span>	<ol><li>on stage</li></ol>			
躺		<span class="tone3">tǎng</span>	<ol><li>to recline</li><li>to lie down</li></ol>			
套餐		<span class="tone4">tào</span> <span class="tone1">cān</span>	<ol><li>set meal</li><li>(fig.) product or service package (e.g. for a cell phone subscription)</li></ol>			
特价	特價	<span class="tone4">tè</span> <span class="tone4">jià</span>	<ol><li>special price</li></ol>			
特殊		<span class="tone4">tè</span> <span class="tone1">shū</span>	<ol><li>special</li><li>particular</li><li>unusual</li><li>extraordinary</li></ol>			
特征	特徵	<span class="tone4">tè</span> <span class="tone1">zhēng</span>	<ol><li>characteristic</li><li>diagnostic property</li><li>distinctive feature</li><li>trait</li></ol>			
提供		<span class="tone2">tí</span> <span class="tone1">gōng</span>	<ol><li>to offer</li><li>to supply</li><li>to provide</li><li>to furnish</li></ol>			
提醒		<span class="tone2">tí</span> <span class="tone3">xǐng</span>	<ol><li>to remind</li><li>to call attention to</li><li>to warn of</li></ol>			
体操	體操	<span class="tone3">tǐ</span> <span class="tone1">cāo</span>	<ol><li>gymnastic</li><li>gymnastics</li></ol>			
体重	體重	<span class="tone3">tǐ</span> <span class="tone4">zhòng</span>	<ol><li>body weight</li></ol>			
替		<span class="tone4">tì</span>	<ol><li>to substitute for</li><li>to take the place of</li><li>to replace</li><li>for</li><li>on behalf of</li><li>to stand in for</li></ol>			
替代		<span class="tone4">tì</span> <span class="tone4">dài</span>	<ol><li>to substitute for</li><li>to replace</li><li>to supersede</li></ol>			
天真		<span class="tone1">tiān</span> <span class="tone1">zhēn</span>	<ol><li>naive</li><li>innocent</li><li>artless</li></ol>			
填		<span class="tone2">tián</span>	<ol><li>to fill or stuff</li><li>(of a form etc) to fill in</li></ol>			<span class="nobr">甜</span>
填空		<span class="tone2">tián</span> <span class="tone4">kòng</span>	<ol><li>to fill a job vacancy</li><li>to fill in a blank (e.g. on questionnaire or exam paper)</li></ol>			
挑		<span class="tone1">tiāo</span>	<ol><li>to carry on a shoulder pole</li><li>to choose</li><li>to pick</li><li>to nitpick</li></ol>			
挑		<span class="tone3">tiǎo</span>	<ol><li>to raise</li><li>to dig up</li><li>to poke</li><li>to prick</li><li>to incite</li><li>to stir up</li></ol>			
挑选	挑選	<span class="tone1">tiāo</span> <span class="tone3">xuǎn</span>	<ol><li>to choose</li><li>to select</li></ol>			
调皮	調皮	<span class="tone2">tiáo</span> <span class="tone2">pí</span>	<ol><li>naughty</li><li>mischievous</li><li>unruly</li></ol>			
挑战	挑戰	<span class="tone3">tiǎo</span> <span class="tone4">zhàn</span>	<ol><li>to challenge</li><li>challenge</li></ol>			
贴	貼	<span class="tone1">tiē</span>	<ol><li>to stick</li><li>to paste</li><li>to post (e.g. on a blog)</li><li>to keep close to</li><li>to fit snugly</li><li>to subsidize</li><li>allowance (e.g. money for food or housing)</li><li>sticker</li><li>classifier for sticking plaster: strip</li></ol>			
停下		<span class="tone2">tíng</span> <span class="tone4">xià</span>	<ol><li>to stop</li></ol>			
通知书	通知書	<span class="tone1">tōng</span> <span class="tone1">zhī</span> <span class="tone1">shū</span>	<ol><li>written notice</li></ol>			
同情		<span class="tone2">tóng</span> <span class="tone2">qíng</span>	<ol><li>to sympathize with</li><li>sympathy</li></ol>			
童话	童話	<span class="tone2">tóng</span> <span class="tone4">huà</span>	<ol><li>children's fairy tales</li></ol>			
童年		<span class="tone2">tóng</span> <span class="tone2">nián</span>	<ol><li>childhood</li></ol>			
统计	統計	<span class="tone3">tǒng</span> <span class="tone4">jì</span>	<ol><li>statistics</li><li>to count</li><li>to add up</li></ol>			
统一	統一	<span class="tone3">tǒng</span> <span class="tone1">yī</span>	<ol><li>to unify; to integrate</li><li>unified; integrated</li></ol>			
统一	統一	<span class="tone3">Tǒngyī</span>	<ol><li>7-Eleven (convenience store chain)</li></ol>			
痛快		<span class="tone4">tòng</span> <span class="tone4">kuài</span>	<ol><li>delighted</li><li>to one's heart's content</li><li>straightforward</li><li>also pr. [tong4 kuai5]</li></ol>			
投		<span class="tone2">tóu</span>	<ol><li>to throw (sth in a specific direction: ball, javelin, grenade etc)</li><li>to cast (a ballot)</li><li>to cast (a glance, a shadow etc)</li><li>to put in (money for investment, a coin to operate a slot machine)</li><li>to send (a letter, a manuscript etc)</li><li>to throw oneself into (a river, a well etc to commit suicide)</li><li>to go to; to seek refuge; to place oneself into the hands of</li><li>(coll.) to rinse (clothes) in water</li></ol>			<span class="nobr">头</span>
投入		<span class="tone2">tóu</span> <span class="tone4">rù</span>	<ol><li>to throw into</li><li>to put into</li><li>to throw oneself into</li><li>to participate in</li><li>to invest in</li><li>absorbed</li><li>engrossed</li></ol>			
投诉	投訴	<span class="tone2">tóu</span> <span class="tone4">sù</span>	<ol><li>complaint</li><li>to complain; to register a complaint (esp. as a customer)</li></ol>			
投资	投資	<span class="tone2">tóu</span> <span class="tone1">zī</span>	<ol><li>investment</li><li>to invest</li></ol>			
透		<span class="tone4">tòu</span>	<ol><li>(bound form) to penetrate; to seep through</li><li>to tell secretly; to leak</li><li>thoroughly; through and through</li><li>to appear; to show</li></ol>			
透明		<span class="tone4">tòu</span> <span class="tone2">míng</span>	<ol><li>transparent</li><li>(fig.) transparent; open to scrutiny</li></ol>			
图案	圖案	<span class="tone2">tú</span> <span class="tone4">àn</span>	<ol><li>design; pattern</li></ol>			
途中		<span class="tone2">tú</span> <span class="tone1">zhōng</span>	<ol><li>en route</li></ol>			
土地		<span class="tone3">tǔ</span> <span class="tone4">dì</span>	<ol><li>land</li><li>soil</li><li>territory</li></ol>	片(<span class="tone4">piàn</span>), 块|塊(<span class="tone4">kuài</span>)		
土地		<span class="tone3">tǔ</span> <span class="tone5">di</span>	<ol><li>local god</li><li>genius loci</li></ol>			
推迟	推遲	<span class="tone1">tuī</span> <span class="tone2">chí</span>	<ol><li>to postpone</li><li>to put off</li><li>to defer</li></ol>			
推销	推銷	<span class="tone1">tuī</span> <span class="tone1">xiāo</span>	<ol><li>to market</li><li>to sell</li></ol>			
脱	脫	<span class="tone1">tuō</span>	<ol><li>to shed</li><li>to take off</li><li>to escape</li><li>to get away from</li></ol>			
袜子	襪子	<span class="tone4">wà</span> <span class="tone5">zi</span>	<ol><li>socks</li><li>stockings</li></ol>	只|隻(<span class="tone1">zhī</span>), 对|對(<span class="tone4">duì</span>), 双|雙(<span class="tone1">shuāng</span>)		
外汇	外匯	<span class="tone4">wài</span> <span class="tone4">huì</span>	<ol><li>foreign (currency) exchange</li></ol>			
外交官		<span class="tone4">wài</span> <span class="tone1">jiāo</span> <span class="tone1">guān</span>	<ol><li>diplomat</li></ol>			
外套		<span class="tone4">wài</span> <span class="tone4">tào</span>	<ol><li>coat</li><li>jacket</li></ol>	件(<span class="tone4">jiàn</span>)		
弯	彎	<span class="tone1">wān</span>	<ol><li>to bend</li><li>bent</li><li>a bend; a turn (in a road etc)</li></ol>	道(<span class="tone4">dào</span>)		
晚点	晚點	<span class="tone3">wǎn</span> <span class="tone3">diǎn</span>	<ol><li>(of trains etc) late</li><li>delayed</li><li>behind schedule</li><li>light dinner</li></ol>			
万一	萬一	<span class="tone4">wàn</span> <span class="tone1">yī</span>	<ol><li>just in case</li><li>if by any chance</li><li>contingency</li></ol>			
王		<span class="tone2">wáng</span>	<ol><li>king or monarch</li><li>best or strongest of its type</li><li>grand</li><li>great</li></ol>			
王		<span class="tone2">Wáng</span>	<ol><li>surname Wang</li></ol>			
王		<span class="tone4">wàng</span>	<ol><li>to rule</li><li>to reign over</li></ol>			
网络	網絡	<span class="tone3">wǎng</span> <span class="tone4">luò</span>	<ol><li>network (computing, telecommunications, transport etc)</li></ol>			
网络	網絡	<span class="tone3">Wǎng</span> <span class="tone4">luò</span>	<ol><li>Internet</li></ol>			
网址	網址	<span class="tone3">wǎng</span> <span class="tone3">zhǐ</span>	<ol><li>website</li><li>web address</li><li>URL</li></ol>			
微笑		<span class="tone1">wēi</span> <span class="tone4">xiào</span>	<ol><li>smile</li><li>to smile</li></ol>	个|個(<span class="tone4">gè</span>), 丝|絲(<span class="tone1">sī</span>)		
微信		<span class="tone1">Wēi</span> <span class="tone4">xìn</span>	<ol><li>Weixin or WeChat (mobile text and voice messaging service developed by Tencent 騰訊｜腾讯)</li></ol>			
围巾	圍巾	<span class="tone2">wéi</span> <span class="tone1">jīn</span>	<ol><li>scarf</li><li>shawl</li></ol>	条|條(<span class="tone2">tiáo</span>)		
维持	維持	<span class="tone2">wéi</span> <span class="tone2">chí</span>	<ol><li>to keep; to maintain; to preserve</li></ol>			
维护	維護	<span class="tone2">wéi</span> <span class="tone4">hù</span>	<ol><li>to defend</li><li>to safeguard</li><li>to protect</li><li>to uphold</li><li>to maintain</li></ol>			
维修	維修	<span class="tone2">wéi</span> <span class="tone1">xiū</span>	<ol><li>maintenance (of equipment)</li><li>to protect and maintain</li></ol>			
尾巴		<span class="tone3">wěi</span> <span class="tone5">ba</span>	<ol><li>tail</li><li>colloquial pr. [yi3 ba5]</li></ol>			
未必		<span class="tone4">wèi</span> <span class="tone4">bì</span>	<ol><li>not necessarily</li><li>maybe not</li></ol>			
未来	未來	<span class="tone4">wèi</span> <span class="tone2">lái</span>	<ol><li>future</li><li>tomorrow</li><li>approaching</li><li>coming</li><li>pending</li></ol>	个|個(<span class="tone4">gè</span>)		
位于	位於	<span class="tone4">wèi</span> <span class="tone2">yú</span>	<ol><li>to be located at</li><li>to be situated at</li><li>to lie</li></ol>			
位置		<span class="tone4">wèi</span> <span class="tone5">zhi</span>	<ol><li>position</li><li>place</li><li>seat</li></ol>	个|個(<span class="tone4">gè</span>)		
味儿	味兒	<span class="tone4">wèir</span>	<ol><li>taste</li></ol>			
稳	穩	<span class="tone3">wěn</span>	<ol><li>settled; steady; stable</li></ol>			
稳定	穩定	<span class="tone3">wěn</span> <span class="tone4">dìng</span>	<ol><li>steady</li><li>stable</li><li>stability</li><li>to stabilize</li><li>to pacify</li></ol>			
问候	問候	<span class="tone4">wèn</span> <span class="tone4">hòu</span>	<ol><li>to give one's respects</li><li>to send a greeting</li><li>(fig.) (coll.) to make offensive reference to (somebody dear to the person to whom one is speaking)</li></ol>			
无	無	<span class="tone2">wú</span>	<ol><li>not to have</li><li>no</li><li>none</li><li>not</li><li>to lack</li><li>un-</li><li>-less</li></ol>			
无法	無法	<span class="tone2">wú</span> <span class="tone3">fǎ</span>	<ol><li>unable to; incapable of</li></ol>			
无聊	無聊	<span class="tone2">wú</span> <span class="tone2">liáo</span>	<ol><li>bored</li><li>boring</li><li>senseless</li></ol>			
无论	無論	<span class="tone2">wú</span> <span class="tone4">lùn</span>	<ol><li>no matter what or how</li><li>regardless of whether...</li></ol>			
无数	無數	<span class="tone2">wú</span> <span class="tone4">shù</span>	<ol><li>countless</li><li>numberless</li><li>innumerable</li></ol>			
无所谓	無所謂	<span class="tone2">wú</span> <span class="tone3">suǒ</span> <span class="tone4">wèi</span>	<ol><li>to be indifferent</li><li>not to matter</li><li>cannot be said to be</li></ol>			
无限	無限	<span class="tone2">wú</span> <span class="tone4">xiàn</span>	<ol><li>unlimited</li><li>unbounded</li></ol>			
五颜六色	五顏六色	<span class="tone3">wǔ</span> <span class="tone2">yán</span> <span class="tone4">liù</span> <span class="tone4">sè</span>	<ol><li>multicolored</li><li>every color under the sun</li></ol>			
误会	誤會	<span class="tone4">wù</span> <span class="tone4">huì</span>	<ol><li>to misunderstand</li><li>to mistake</li><li>misunderstanding</li></ol>	个|個(<span class="tone4">gè</span>)		
西瓜		<span class="tone1">xī</span> <span class="tone1">guā</span>	<ol><li>watermelon</li></ol>	颗|顆(<span class="tone1">kē</span>), 个|個(<span class="tone5">ge</span>)		
吸		<span class="tone1">xī</span>	<ol><li>to breathe</li><li>to suck in</li><li>to absorb</li><li>to inhale</li></ol>			
吸管		<span class="tone1">xīguǎn</span>	<ol><li>(drinking) straw</li><li>pipette</li><li>eyedropper</li><li>snorkel</li></ol>	支(<span class="tone1">zhī</span>)		
吸收		<span class="tone1">xī</span> <span class="tone1">shōu</span>	<ol><li>to absorb</li><li>to assimilate</li><li>to ingest</li><li>to recruit</li></ol>			
吸烟	吸煙	<span class="tone1">xī</span> <span class="tone1">yān</span>	<ol><li>to smoke</li></ol>			
吸引		<span class="tone1">xī</span> <span class="tone3">yǐn</span>	<ol><li>to attract; to appeal to; to fascinate</li></ol>			
喜爱	喜愛	<span class="tone3">xǐ</span> <span class="tone4">ài</span>	<ol><li>to like</li><li>to love</li><li>to be fond of</li><li>favorite</li></ol>			
系列		<span class="tone4">xì</span> <span class="tone4">liè</span>	<ol><li>series</li><li>set</li></ol>			
系统	系統	<span class="tone4">xì</span> <span class="tone3">tǒng</span>	<ol><li>system</li></ol>	个|個(<span class="tone4">gè</span>)		
细	細	<span class="tone4">xì</span>	<ol><li>thin or slender</li><li>finely particulate</li><li>thin and soft</li><li>fine</li><li>delicate</li><li>trifling</li><li>(of a sound) quiet</li><li>frugal</li></ol>			<span class="nobr">系</span>
细节	細節	<span class="tone4">xì</span> <span class="tone2">jié</span>	<ol><li>details; particulars</li></ol>			
细致	細緻	<span class="tone4">xì</span> <span class="tone4">zhì</span>	<ol><li>delicate</li><li>fine</li><li>careful</li><li>meticulous</li><li>painstaking</li></ol>			
下个月	下個月	<span class="tone4">xià</span> <span class="tone4">gè</span> <span class="tone4">yuè</span>	<ol><li>next month</li></ol>			
下降		<span class="tone4">xià</span> <span class="tone4">jiàng</span>	<ol><li>to decline</li><li>to drop</li><li>to fall</li><li>to go down</li><li>to decrease</li></ol>			
下楼	下樓	<span class="tone4">xià</span> <span class="tone2">lóu</span>	<ol><li>to go downstairs</li></ol>			
下载	下載	<span class="tone4">xià</span> <span class="tone3">zǎi</span>	<ol><li>to download</li><li>also pr. [xia4 zai4]</li></ol>			
夏季		<span class="tone4">xià</span> <span class="tone4">jì</span>	<ol><li>summer</li></ol>			
鲜	鮮	<span class="tone1">xiān</span>	<ol><li>fresh</li><li>bright (in color)</li><li>delicious</li><li>tasty</li><li>delicacy</li><li>aquatic foods</li></ol>			
鲜	鱻	<span class="tone1">xiān</span>	<ol><li>fish</li><li>old variant of 鮮｜鲜</li></ol>			
鲜	鮮	<span class="tone3">xiǎn</span>	<ol><li>few</li><li>rare</li></ol>			
鲜	鱻	<span class="tone3">xiǎn</span>	<ol><li>old variant of 鮮｜鲜</li></ol>			
鲜花	鮮花	<span class="tone1">xiān</span> <span class="tone1">huā</span>	<ol><li>flower</li><li>fresh flowers</li></ol>	朵(<span class="tone3">duǒ</span>)		
鲜明	鮮明	<span class="tone1">xiān</span> <span class="tone2">míng</span>	<ol><li>(of colors) bright; fresh and clear</li><li>clear-cut; distinct</li></ol>			
咸		<span class="tone2">xián</span>	<ol><li>all</li><li>everyone</li><li>each</li><li>widespread</li><li>harmonious</li></ol>			
咸	鹹	<span class="tone2">xián</span>	<ol><li>salted</li><li>salty</li><li>stingy</li><li>miserly</li></ol>			
咸		<span class="tone2">Xián</span>	<ol><li>surname Xian</li></ol>			
显著	顯著	<span class="tone3">xiǎn</span> <span class="tone4">zhù</span>	<ol><li>outstanding</li><li>notable</li><li>remarkable</li><li>statistically significant</li></ol>			
县	縣	<span class="tone4">xiàn</span>	<ol><li>county</li></ol>			<span class="nobr">线</span> <span class="nobr">见</span>
限制		<span class="tone4">xiàn</span> <span class="tone4">zhì</span>	<ol><li>to restrict</li><li>to limit</li><li>to confine</li><li>restriction</li><li>limit</li></ol>	个|個(<span class="tone4">gè</span>)		
相处	相處	<span class="tone1">xiāng</span> <span class="tone3">chǔ</span>	<ol><li>to be in contact (with sb)</li><li>to associate</li><li>to interact</li><li>to get along (well, poorly)</li></ol>			
相反		<span class="tone1">xiāng</span> <span class="tone3">fǎn</span>	<ol><li>opposite</li><li>contrary</li></ol>			
箱		<span class="tone1">xiāng</span>	<ol><li>box</li><li>trunk</li><li>chest</li></ol>			<span class="nobr">香</span>
箱子		<span class="tone1">xiāng</span> <span class="tone5">zi</span>	<ol><li>suitcase</li><li>chest</li><li>box</li><li>case</li><li>trunk</li></ol>	只|隻(<span class="tone1">zhī</span>), 个|個(<span class="tone4">gè</span>)		
想念		<span class="tone3">xiǎng</span> <span class="tone4">niàn</span>	<ol><li>to miss</li><li>to remember with longing</li><li>to long to see again</li></ol>			
想象		<span class="tone3">xiǎng</span> <span class="tone4">xiàng</span>	<ol><li>to imagine; to envision</li><li>imagination</li></ol>			
项	項	<span class="tone4">xiàng</span>	<ol><li>back of neck</li><li>item</li><li>thing</li><li>term (in a mathematical formula)</li><li>sum (of money)</li><li>classifier for principles, items, clauses, tasks, research projects etc</li></ol>			<span class="nobr">像</span> <span class="nobr">向</span>
项	項	<span class="tone4">Xiàng</span>	<ol><li>surname Xiang</li></ol>			<span class="nobr">向</span>
项目	項目	<span class="tone4">xiàng</span> <span class="tone4">mù</span>	<ol><li>item</li><li>project</li><li>(sports) event</li></ol>	个|個(<span class="tone4">gè</span>)		
相片		<span class="tone4">xiàng</span> <span class="tone4">piàn</span>	<ol><li>image</li><li>photograph</li></ol>	张|張(<span class="tone1">zhāng</span>)		
消化		<span class="tone1">xiāo</span> <span class="tone4">huà</span>	<ol><li>to digest (food)</li><li>(fig.) to absorb (information etc); to assimilate; to process</li></ol>			
销售	銷售	<span class="tone1">xiāo</span> <span class="tone4">shòu</span>	<ol><li>to sell</li><li>to market</li><li>sales (representative, agreement etc)</li></ol>			
小吃		<span class="tone3">xiǎo</span> <span class="tone1">chī</span>	<ol><li>snack</li><li>refreshments</li></ol>	家(<span class="tone1">jiā</span>)		
小伙子		<span class="tone3">xiǎo</span> <span class="tone3">huǒ</span> <span class="tone5">zi</span>	<ol><li>young man</li><li>young guy</li><li>lad</li><li>youngster</li></ol>	个|個(<span class="tone4">gè</span>)		
小型		<span class="tone3">xiǎo</span> <span class="tone2">xíng</span>	<ol><li>small scale</li><li>small size</li></ol>			
效率		<span class="tone4">xiào</span> <span class="tone4">lǜ</span>	<ol><li>efficiency</li></ol>			
些		<span class="tone1">xiē</span>	<ol><li>classifier indicating a small amount or small number greater than 1: some, a few, several</li></ol>			
心理		<span class="tone1">xīn</span> <span class="tone3">lǐ</span>	<ol><li>psychology</li><li>mentality</li></ol>			
新郎		<span class="tone1">xīnláng</span>	<ol><li>bridegroom; groom</li></ol>			
新娘		<span class="tone1">xīn</span> <span class="tone2">niáng</span>	<ol><li>bride</li></ol>			
新鲜	新鮮	<span class="tone1">xīn</span> <span class="tone1">xiān</span>	<ol><li>fresh (experience, food etc)</li><li>freshness</li><li>novel</li><li>uncommon</li></ol>			
新型		<span class="tone1">xīn</span> <span class="tone2">xíng</span>	<ol><li>new type; new kind</li></ol>			
兴奋	興奮	<span class="tone1">xīng</span> <span class="tone4">fèn</span>	<ol><li>excited</li><li>excitement</li><li>(physiology) excitation</li></ol>			
形容		<span class="tone2">xíng</span> <span class="tone2">róng</span>	<ol><li>to describe</li><li>(literary) countenance; appearance</li></ol>			
形势	形勢	<span class="tone2">xíng</span> <span class="tone4">shì</span>	<ol><li>circumstances</li><li>situation</li><li>terrain</li></ol>	个|個(<span class="tone4">gè</span>)		<span class="nobr">形式</span>
型		<span class="tone2">xíng</span>	<ol><li>mold</li><li>type</li><li>style</li><li>model</li></ol>			<span class="nobr">行</span>
型号	型號	<span class="tone2">xíng</span> <span class="tone4">hào</span>	<ol><li>model (particular version of a manufactured article)</li><li>type (product specification in terms of color, size etc)</li></ol>			
醒		<span class="tone3">xǐng</span>	<ol><li>to wake up</li><li>to be awake</li><li>to become aware</li><li>to sober up</li><li>to come to</li></ol>			<span class="nobr">省</span>
兴趣	興趣	<span class="tone4">xìng</span> <span class="tone4">qù</span>	<ol><li>interest (desire to know about sth)</li><li>interest (thing in which one is interested); hobby</li></ol>	个|個(<span class="tone4">gè</span>)		
性质	性質	<span class="tone4">xìng</span> <span class="tone4">zhì</span>	<ol><li>nature</li><li>characteristic</li></ol>	个|個(<span class="tone4">gè</span>)		
兄弟		<span class="tone1">xiōng</span> <span class="tone4">dì</span>	<ol><li>brothers</li><li>younger brother</li><li>I, me (humble term used by men in public speech)</li><li>brotherly</li><li>fraternal</li></ol>	个|個(<span class="tone4">gè</span>)		
胸部		<span class="tone1">xiōng</span> <span class="tone4">bù</span>	<ol><li>chest</li><li>bosom</li></ol>			
修理		<span class="tone1">xiū</span> <span class="tone3">lǐ</span>	<ol><li>to repair</li><li>to fix</li><li>to prune</li><li>to trim</li><li>(coll.) to sort sb out</li><li>to fix sb</li></ol>			
选择	選擇	<span class="tone3">xuǎn</span> <span class="tone2">zé</span>	<ol><li>to select; to pick</li><li>choice; option; alternative</li></ol>			
学分	學分	<span class="tone2">xué</span> <span class="tone1">fēn</span>	<ol><li>course credit</li></ol>			
学年	學年	<span class="tone2">xué</span> <span class="tone2">nián</span>	<ol><li>academic year</li></ol>			
学时	學時	<span class="tone2">xué</span> <span class="tone2">shí</span>	<ol><li>class hour</li><li>period</li></ol>			
学术	學術	<span class="tone2">xué</span> <span class="tone4">shù</span>	<ol><li>learning</li><li>science</li><li>academic</li></ol>	个|個(<span class="tone4">gè</span>)		
学问	學問	<span class="tone2">xué</span> <span class="tone4">wèn</span>	<ol><li>learning</li><li>knowledge</li></ol>	个|個(<span class="tone4">gè</span>)		
寻找	尋找	<span class="tone2">xún</span> <span class="tone3">zhǎo</span>	<ol><li>to seek; to look for</li></ol>			
迅速		<span class="tone4">xùn</span> <span class="tone4">sù</span>	<ol><li>rapid</li><li>speedy</li><li>fast</li></ol>			
牙		<span class="tone2">yá</span>	<ol><li>tooth</li><li>ivory</li></ol>	颗|顆(<span class="tone1">kē</span>)		
牙刷		<span class="tone2">yá</span> <span class="tone1">shuā</span>	<ol><li>toothbrush</li></ol>	把(<span class="tone3">bǎ</span>)		
亚运会	亞運會	<span class="tone4">Yà</span> <span class="tone4">yùn</span> <span class="tone4">huì</span>	<ol><li>Asian Games</li></ol>			
呀		<span class="tone5">ya</span>	<ol><li>(particle equivalent to 啊 after a vowel, expressing surprise or doubt)</li></ol>			
延长	延長	<span class="tone2">yán</span> <span class="tone2">cháng</span>	<ol><li>to prolong</li><li>to extend</li><li>to delay</li></ol>			
延长	延長	<span class="tone2">Yán</span> <span class="tone2">cháng</span>	<ol><li>Yanchang county in Yan'an 延安, Shaanxi</li></ol>			
延期		<span class="tone2">yán</span> <span class="tone1">qī</span>	<ol><li>to delay</li><li>to extend</li><li>to postpone</li><li>to defer</li></ol>			
延续	延續	<span class="tone2">yán</span> <span class="tone4">xù</span>	<ol><li>to continue</li><li>to go on</li><li>to last</li></ol>			
严	嚴	<span class="tone2">yán</span>	<ol><li>tight (closely sealed)</li><li>stern</li><li>strict</li><li>rigorous</li><li>severe</li><li>father</li></ol>			
严	嚴	<span class="tone2">Yán</span>	<ol><li>surname Yan</li></ol>			
严格	嚴格	<span class="tone2">yán</span> <span class="tone2">gé</span>	<ol><li>strict</li><li>stringent</li><li>tight</li><li>rigorous</li></ol>			
严重	嚴重	<span class="tone2">yán</span> <span class="tone4">zhòng</span>	<ol><li>grave</li><li>serious</li><li>severe</li><li>critical</li></ol>			
研究		<span class="tone2">yán</span> <span class="tone1">jiū</span>	<ol><li>research</li><li>a study</li><li>to research</li><li>to look into</li></ol>	项|項(<span class="tone4">xiàng</span>)		
研究生		<span class="tone2">yán</span> <span class="tone1">jiū</span> <span class="tone1">shēng</span>	<ol><li>graduate student</li><li>postgraduate student</li><li>research student</li></ol>			
研制	研製	<span class="tone2">yán</span> <span class="tone4">zhì</span>	<ol><li>to research and manufacture; to research and to develop</li></ol>			
盐	鹽	<span class="tone2">yán</span>	<ol><li>salt</li></ol>	粒(<span class="tone4">lì</span>)		<span class="nobr">严</span>
眼镜	眼鏡	<span class="tone3">yǎn</span> <span class="tone4">jìng</span>	<ol><li>spectacles</li><li>eyeglasses</li></ol>	副(<span class="tone4">fù</span>)		
眼泪	眼淚	<span class="tone3">yǎn</span> <span class="tone4">lèi</span>	<ol><li>tears</li><li>crying</li></ol>	滴(<span class="tone1">dī</span>)		
演讲	演講	<span class="tone3">yǎnjiǎng</span>	<ol><li>to give a lecture; to make a speech</li></ol>			
阳台	陽臺	<span class="tone2">yáng</span> <span class="tone2">tái</span>	<ol><li>balcony</li><li>porch</li></ol>			
养成	養成	<span class="tone3">yǎng</span> <span class="tone2">chéng</span>	<ol><li>to cultivate</li><li>to raise</li><li>to form (a habit)</li><li>to acquire</li></ol>			
腰		<span class="tone1">yāo</span>	<ol><li>waist</li><li>lower back</li><li>pocket</li><li>middle</li><li>loins</li></ol>			<span class="nobr">约</span>
摇	搖	<span class="tone2">yáo</span>	<ol><li>to shake</li><li>to rock</li><li>to row</li><li>to crank</li></ol>			
摇	搖	<span class="tone2">Yáo</span>	<ol><li>surname Yao</li></ol>			
药物	藥物	<span class="tone4">yào</span> <span class="tone4">wù</span>	<ol><li>medicaments</li><li>pharmaceuticals</li><li>medication</li><li>medicine</li><li>drug</li></ol>			
要		<span class="tone4">yào</span>	<ol><li>to want; to need; to ask for</li><li>will; shall; about to</li><li>need to; should</li><li>if (same as 要是)</li><li>(bound form) important</li></ol>			<span class="nobr">药</span>
要		<span class="tone1">yāo</span>	<ol><li>(bound form) to demand; to coerce</li></ol>			<span class="nobr">约</span> <span class="nobr">腰</span>
业余	業餘	<span class="tone4">yè</span> <span class="tone2">yú</span>	<ol><li>in one's spare time</li><li>outside working hours</li><li>amateur (historian etc)</li></ol>			
叶子	葉子	<span class="tone4">yè</span> <span class="tone5">zi</span>	<ol><li>leaf (CL:片)</li><li>(slang) marijuana</li></ol>			
医疗	醫療	<span class="tone1">yī</span> <span class="tone2">liáo</span>	<ol><li>medical treatment</li></ol>			
医学	醫學	<span class="tone1">yī</span> <span class="tone2">xué</span>	<ol><li>medicine</li><li>medical science</li><li>study of medicine</li></ol>			
依靠		<span class="tone1">yī</span> <span class="tone4">kào</span>	<ol><li>to rely on sth (for support etc); to depend on</li></ol>			
依然		<span class="tone1">yī</span> <span class="tone2">rán</span>	<ol><li>still; as before</li></ol>			
