#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
打印机	打印機	<span class="tone3">dǎ</span> <span class="tone4">yìn</span> <span class="tone1">jī</span>	<ol><li>printer</li></ol>			
打造		<span class="tone3">dǎ</span> <span class="tone4">zào</span>	<ol><li>to create</li><li>to build</li><li>to develop</li><li>to forge (of metal)</li></ol>			
大道		<span class="tone4">dà</span> <span class="tone4">dào</span>	<ol><li>main street</li><li>avenue</li></ol>			
大街		<span class="tone4">dà</span> <span class="tone1">jiē</span>	<ol><li>street</li><li>main street</li></ol>	条|條(<span class="tone2">tiáo</span>)		
大力		<span class="tone4">dà</span> <span class="tone4">lì</span>	<ol><li>energetically; vigorously</li></ol>			
大米		<span class="tone4">dà</span> <span class="tone3">mǐ</span>	<ol><li>(husked) rice</li></ol>			
大批		<span class="tone4">dà</span> <span class="tone1">pī</span>	<ol><li>large quantities of</li></ol>			
大赛	大賽	<span class="tone4">dà</span> <span class="tone4">sài</span>	<ol><li>grand contest</li></ol>			
大师	大師	<span class="tone4">dà</span> <span class="tone1">shī</span>	<ol><li>great master</li><li>master</li></ol>			
大使		<span class="tone4">dà</span> <span class="tone3">shǐ</span>	<ol><li>ambassador</li><li>envoy</li></ol>	名(<span class="tone2">míng</span>), 位(<span class="tone4">wèi</span>)		
待会儿	待會兒	<span class="tone1">dāi</span> <span class="tone4">huìr</span>	<ol><li>in a moment</li><li>later</li><li>also pr. [dai1 hui3 r5] or [dai1 hui5 r5]</li></ol>			
担忧	擔憂	<span class="tone1">dān</span> <span class="tone1">yōu</span>	<ol><li>to worry</li><li>to be concerned</li></ol>			
单打	單打	<span class="tone1">dān</span> <span class="tone3">dǎ</span>	<ol><li>singles (in sports)</li></ol>	场|場(<span class="tone3">chǎng</span>)		
诞生	誕生	<span class="tone4">dàn</span> <span class="tone1">shēng</span>	<ol><li>to be born</li></ol>			
党	黨	<span class="tone3">dǎng</span>	<ol><li>party</li><li>association</li><li>club</li><li>society</li></ol>	个|個(<span class="tone4">gè</span>)		<span class="nobr">挡</span>
党	黨	<span class="tone3">Dǎng</span>	<ol><li>surname Dang</li></ol>			
当成	當成	<span class="tone4">dàng</span> <span class="tone2">chéng</span>	<ol><li>to consider as; to take to be</li></ol>			
当天	當天	<span class="tone4">dàng</span> <span class="tone1">tiān</span>	<ol><li>the same day</li></ol>			
当天	當天	<span class="tone1">dāng</span> <span class="tone1">tiān</span>	<ol><li>on that day</li></ol>			
当作	當作	<span class="tone4">dàng</span> <span class="tone4">zuò</span>	<ol><li>to treat as</li><li>to regard as</li></ol>			
档	檔	<span class="tone4">dàng</span>	<ol><li>(bound form) shelves (for files); pigeonholes</li><li>(bound form) files</li><li>crosspiece (of a table etc)</li><li>(bound form) (of goods) grade</li><li>vendor's open-air stall</li><li>(Tw) timeslot for a show or program</li><li>classifier for shows</li><li>classifier for events, affairs etc</li></ol>		<span class="tone3">dǎng</span>	<span class="nobr">当</span> <span class="nobr">挡</span>
档	檔	<span class="tone3">dǎng</span>	<ol><li>(Tw) gear (variant of 擋｜挡)</li></ol>			<span class="nobr">党</span> <span class="nobr">挡</span>
档案	檔案	<span class="tone4">dàng</span> <span class="tone4">àn</span>	<ol><li>file; record; archive</li></ol>			
岛	島	<span class="tone3">dǎo</span>	<ol><li>island</li></ol>	个|個(<span class="tone4">gè</span>), 座(<span class="tone4">zuò</span>)		<span class="nobr">倒</span>
到期		<span class="tone4">dào</span> <span class="tone1">qī</span>	<ol><li>to fall due (loan etc)</li><li>to expire (visa etc)</li><li>to mature (investment bond etc)</li></ol>			
盗版	盜版	<span class="tone4">dào</span> <span class="tone3">bǎn</span>	<ol><li>pirated</li><li>illegal</li></ol>			
道教		<span class="tone4">Dào</span> <span class="tone4">jiào</span>	<ol><li>Taoism</li><li>Daoism (Chinese system of beliefs)</li></ol>			
道歉		<span class="tone4">dào</span> <span class="tone4">qiàn</span>	<ol><li>to apologize</li></ol>			
低头	低頭	<span class="tone1">dī</span> <span class="tone2">tóu</span>	<ol><li>to bow the head</li><li>to yield</li><li>to give in</li></ol>			
低温	低溫	<span class="tone1">dī</span> <span class="tone1">wēn</span>	<ol><li>low temperature</li></ol>			
滴		<span class="tone1">dī</span>	<ol><li>a drop</li><li>to drip</li></ol>			<span class="nobr">低</span> <span class="nobr">提</span> <span class="nobr">的</span>
抵达	抵達	<span class="tone3">dǐ</span> <span class="tone2">dá</span>	<ol><li>to arrive</li><li>to reach (a destination)</li></ol>			
抵抗		<span class="tone3">dǐ</span> <span class="tone4">kàng</span>	<ol><li>to resist</li><li>resistance</li></ol>			
地板		<span class="tone4">dì</span> <span class="tone3">bǎn</span>	<ol><li>floor</li></ol>			
地名		<span class="tone4">dì</span> <span class="tone2">míng</span>	<ol><li>place name</li><li>toponym</li></ol>			
地下室		<span class="tone4">dì</span> <span class="tone4">xià</span> <span class="tone4">shì</span>	<ol><li>basement</li><li>cellar</li></ol>			
电车	電車	<span class="tone4">diàn</span> <span class="tone1">chē</span>	<ol><li>trolleybus</li></ol>	辆|輛(<span class="tone4">liàng</span>)		
电动	電動	<span class="tone4">diàn</span> <span class="tone4">dòng</span>	<ol><li>electric-powered</li><li>(Tw) video game</li></ol>			
电力	電力	<span class="tone4">diàn</span> <span class="tone4">lì</span>	<ol><li>electrical power</li><li>electricity</li></ol>			
电器	電器	<span class="tone4">diàn</span> <span class="tone4">qì</span>	<ol><li>(electrical) appliance</li><li>device</li></ol>			
吊		<span class="tone4">diào</span>	<ol><li>to suspend</li><li>to hang up</li><li>to hang a person</li></ol>			<span class="nobr">掉</span> <span class="nobr">调</span>
吊	弔	<span class="tone4">diào</span>	<ol><li>a string of 100 cash (arch.)</li><li>to lament</li><li>to condole with</li></ol>			<span class="nobr">掉</span> <span class="nobr">调</span>
调研	調研	<span class="tone4">diào</span> <span class="tone2">yán</span>	<ol><li>to investigate and research</li><li>research</li><li>investigation</li></ol>			
跌		<span class="tone1">diē</span>	<ol><li>to fall</li><li>to tumble</li><li>to trip</li><li>(of prices etc) to drop</li></ol>		<span class="tone2">dié</span>	
定价	定價	<span class="tone4">dìng</span> <span class="tone4">jià</span>	<ol><li>to set a price</li><li>to fix a price</li></ol>			
定时	定時	<span class="tone4">dìng</span> <span class="tone2">shí</span>	<ol><li>to fix a time</li><li>fixed time</li><li>timed (of explosive etc)</li></ol>			
定位		<span class="tone4">dìng</span> <span class="tone4">wèi</span>	<ol><li>to orientate</li><li>to position</li><li>to categorize (as)</li><li>to characterize (as)</li><li>positioning</li><li>position</li><li>niche</li></ol>			
动画	動畫	<span class="tone4">dòng</span> <span class="tone4">huà</span>	<ol><li>animation</li><li>cartoon</li></ol>			
斗争	鬥爭	<span class="tone4">dòu</span> <span class="tone1">zhēng</span>	<ol><li>a struggle</li><li>fight</li><li>battle</li></ol>			
都市		<span class="tone1">dū</span> <span class="tone4">shì</span>	<ol><li>city; metropolis</li></ol>			
毒品		<span class="tone2">dú</span> <span class="tone3">pǐn</span>	<ol><li>drugs</li><li>narcotics</li><li>poison</li></ol>			
赌	賭	<span class="tone3">dǔ</span>	<ol><li>to bet; to gamble</li></ol>			<span class="nobr">堵</span>
赌博	賭博	<span class="tone3">dǔ</span> <span class="tone2">bó</span>	<ol><li>to gamble</li></ol>			
渡		<span class="tone4">dù</span>	<ol><li>to cross</li><li>to pass through</li><li>to ferry</li></ol>			<span class="nobr">度</span>
端		<span class="tone1">duān</span>	<ol><li>end</li><li>extremity</li><li>item</li><li>port</li><li>to hold sth level with both hands</li><li>to carry</li><li>regular</li></ol>			
端	耑	<span class="tone1">duān</span>	<ol><li>old variant of 端</li><li>start</li><li>origin</li></ol>			
端午节	端午節	<span class="tone1">duān</span> <span class="tone3">wǔ​</span> <span class="tone2">jié</span>	<ol><li>Dragon Boat Festival (5th day of the 5th lunar month)</li></ol>			
短片		<span class="tone3">duǎn</span> <span class="tone4">piàn</span>	<ol><li>short film</li><li>video clip</li></ol>			
队伍	隊伍	<span class="tone4">duì</span> <span class="tone3">wǔ</span>	<ol><li>ranks</li><li>troops</li><li>queue</li><li>line</li><li>procession</li></ol>	个|個(<span class="tone4">gè</span>), 支(<span class="tone1">zhī</span>), 条|條(<span class="tone2">tiáo</span>)		
对抗	對抗	<span class="tone4">duì</span> <span class="tone4">kàng</span>	<ol><li>to withstand</li><li>to resist</li><li>to stand off</li><li>antagonism</li><li>confrontation</li></ol>			
对外	對外	<span class="tone4">duì</span> <span class="tone4">wài</span>	<ol><li>external</li><li>foreign</li><li>pertaining to external or foreign (affairs)</li></ol>			
蹲		<span class="tone1">dūn</span>	<ol><li>to crouch</li><li>to squat</li><li>to stay (somewhere)</li></ol>			<span class="nobr">吨</span>
多半		<span class="tone1">duō</span> <span class="tone4">bàn</span>	<ol><li>most</li><li>mostly</li><li>most likely</li></ol>			
多方面		<span class="tone1">duō</span> <span class="tone1">fāng</span> <span class="tone4">miàn</span>	<ol><li>many-sided</li><li>in many aspects</li></ol>			
多媒体	多媒體	<span class="tone1">duō</span> <span class="tone2">méi</span> <span class="tone3">tǐ</span>	<ol><li>multimedia</li></ol>			
夺	奪	<span class="tone2">duó</span>	<ol><li>to seize</li><li>to take away forcibly</li><li>to wrest control of</li><li>to compete or strive for</li><li>to force one's way through</li><li>to leave out</li><li>to lose</li></ol>			<span class="nobr">度</span>
夺取	奪取	<span class="tone2">duó</span> <span class="tone3">qǔ</span>	<ol><li>to seize</li><li>to capture</li><li>to wrest control of</li></ol>			
恩人		<span class="tone1">ēn</span> <span class="tone2">rén</span>	<ol><li>a benefactor</li><li>a person who has significantly helped sb else</li></ol>			
儿科	兒科	<span class="tone2">ér</span> <span class="tone1">kē</span>	<ol><li>pediatrics</li></ol>			
发病	發病	<span class="tone1">fā</span> <span class="tone4">bìng</span>	<ol><li>(of an illness) to occur</li><li>(of a person) to get sick; to fall ill</li><li>onset (of a medical condition)</li></ol>			
发电	發電	<span class="tone1">fā</span> <span class="tone4">diàn</span>	<ol><li>to generate electricity</li><li>to send a telegram</li></ol>			
发放	發放	<span class="tone1">fā</span> <span class="tone4">fàng</span>	<ol><li>to provide</li><li>to give</li><li>to grant</li></ol>			
发怒	發怒	<span class="tone1">fā</span> <span class="tone4">nù</span>	<ol><li>to get angry</li></ol>			
发起	發起	<span class="tone1">fā</span> <span class="tone3">qǐ</span>	<ol><li>to originate</li><li>to initiate</li><li>to launch (an attack, an initiative etc)</li><li>to start</li><li>to propose sth (for the first time)</li></ol>			
发言人	發言人	<span class="tone1">fā</span> <span class="tone2">yán</span> <span class="tone2">rén</span>	<ol><li>spokesperson</li></ol>			
发炎	發炎	<span class="tone1">fā</span> <span class="tone2">yán</span>	<ol><li>to become inflamed</li><li>inflammation</li></ol>			<span class="nobr">发言</span>
法庭		<span class="tone3">fǎ</span> <span class="tone2">tíng</span>	<ol><li>court of law</li></ol>			
法语	法語	<span class="tone3">Fǎ</span> <span class="tone3">yǔ</span>	<ol><li>French (language)</li></ol>			
番		<span class="tone1">fān</span>	<ol><li>(bound form) foreign (non-Chinese); barbarian</li><li>classifier for processes or actions that take time and effort</li><li>(classifier) a kind; a sort</li><li>(classifier) (used after the verb 翻 to indicate how many times a quantity doubles, as in 翻一番 "to double")</li></ol>			<span class="nobr">翻</span>
番		<span class="tone1">Pān</span>	<ol><li>surname Pan</li></ol>			
番茄		<span class="tone1">fān</span> <span class="tone2">qié</span>	<ol><li>tomato</li></ol>			
凡是		<span class="tone2">fán</span> <span class="tone4">shì</span>	<ol><li>each and every; every; all; any</li></ol>			
繁殖		<span class="tone2">fán</span> <span class="tone2">zhí</span>	<ol><li>to breed</li><li>to reproduce</li><li>to propagate</li></ol>			
反抗		<span class="tone3">fǎn</span> <span class="tone4">kàng</span>	<ol><li>to resist</li><li>to rebel</li></ol>			
反问	反問	<span class="tone3">fǎn</span> <span class="tone4">wèn</span>	<ol><li>to ask (a question) in reply</li><li>to answer a question with a question</li><li>rhetorical question</li></ol>			
反响	反響	<span class="tone3">fǎn</span> <span class="tone3">xiǎng</span>	<ol><li>repercussions</li><li>reaction</li><li>echo</li></ol>			
犯		<span class="tone4">fàn</span>	<ol><li>to violate</li><li>to offend</li><li>to assault</li><li>criminal</li><li>crime</li><li>to make a mistake</li><li>recurrence (of mistake or sth bad)</li></ol>			<span class="nobr">饭</span>
犯规	犯規	<span class="tone4">fàn</span> <span class="tone1">guī</span>	<ol><li>to break the rules</li><li>an illegality</li><li>a foul</li></ol>			
犯罪		<span class="tone4">fàn</span> <span class="tone4">zuì</span>	<ol><li>to commit a crime</li><li>crime; offense</li></ol>			
防范	防範	<span class="tone2">fáng</span> <span class="tone4">fàn</span>	<ol><li>to be on guard</li><li>wariness</li><li>to guard against</li><li>preventive</li></ol>			
防守		<span class="tone2">fáng</span> <span class="tone3">shǒu</span>	<ol><li>to defend</li><li>to protect (against)</li></ol>			
房价	房價	<span class="tone2">fáng</span> <span class="tone4">jià</span>	<ol><li>house price</li><li>cost of housing</li></ol>			
仿佛	彷彿	<span class="tone3">fǎng</span> <span class="tone2">fú</span>	<ol><li>to seem</li><li>as if</li><li>alike</li><li>similar</li></ol>			
飞船	飛船	<span class="tone1">fēi</span> <span class="tone2">chuán</span>	<ol><li>spaceship</li><li>spacecraft</li><li>dirigible</li><li>airship</li></ol>			
飞行员	飛行員	<span class="tone1">fēi</span> <span class="tone2">xíng</span> <span class="tone2">yuán</span>	<ol><li>pilot</li><li>aviator</li></ol>			
肺		<span class="tone4">fèi</span>	<ol><li>lung</li></ol>	个|個(<span class="tone4">gè</span>)		<span class="nobr">费</span>
分工		<span class="tone1">fēn</span> <span class="tone1">gōng</span>	<ol><li>to divide up the work</li><li>division of labor</li></ol>			
