#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
受伤	受傷	<span class="tone4">shòu</span> <span class="tone1">shāng</span>	<ol><li>to sustain injuries</li><li>wounded (in an accident etc)</li><li>harmed</li></ol>			
书架	書架	<span class="tone1">shū</span> <span class="tone4">jià</span>	<ol><li>bookshelf</li></ol>	个|個(<span class="tone4">gè</span>)		
输	輸	<span class="tone1">shū</span>	<ol><li>to lose; to be beaten</li><li>(bound form) to transport</li><li>(literary) to donate; to contribute</li><li>(coll.) to enter (a password)</li></ol>			
输入	輸入	<span class="tone1">shū</span> <span class="tone4">rù</span>	<ol><li>to import</li><li>to input</li></ol>			
熟人		<span class="tone2">shú</span> <span class="tone2">rén</span>	<ol><li>acquaintance</li><li>friend</li></ol>			
属	屬	<span class="tone3">shǔ</span>	<ol><li>category</li><li>genus (taxonomy)</li><li>family members</li><li>dependents</li><li>to belong to</li><li>subordinate to</li><li>affiliated with</li><li>be born in the year of (one of the 12 animals)</li><li>to be</li><li>to prove to be</li><li>to constitute</li></ol>			<span class="nobr">数</span>
属	屬	<span class="tone3">zhǔ</span>	<ol><li>to join together</li><li>to fix one's attention on</li><li>to concentrate on</li></ol>			
属于	屬於	<span class="tone3">shǔ</span> <span class="tone2">yú</span>	<ol><li>to be classified as</li><li>to belong to</li><li>to be part of</li></ol>			
束		<span class="tone4">shù</span>	<ol><li>to bind</li><li>bunch</li><li>bundle</li><li>classifier for bunches, bundles, beams of light etc</li><li>to control</li></ol>			<span class="nobr">数</span>
束		<span class="tone4">Shù</span>	<ol><li>surname Shu</li></ol>			
数量	數量	<span class="tone4">shù</span> <span class="tone4">liàng</span>	<ol><li>amount; quantity (CL:個｜个)</li><li>quantitative</li><li>(math.) scalar quantity</li></ol>			
双	雙	<span class="tone1">shuāng</span>	<ol><li>two</li><li>double</li><li>pair</li><li>both</li><li>even (number)</li></ol>			
双	雙	<span class="tone1">Shuāng</span>	<ol><li>surname Shuang</li></ol>			
双方	雙方	<span class="tone1">shuāng</span> <span class="tone1">fāng</span>	<ol><li>bilateral</li><li>both sides</li><li>both parties involved</li></ol>			
思想		<span class="tone1">sī</span> <span class="tone3">xiǎng</span>	<ol><li>thought</li><li>thinking</li><li>idea</li><li>ideology</li></ol>	个|個(<span class="tone4">gè</span>)		
死		<span class="tone3">sǐ</span>	<ol><li>to die</li><li>impassable</li><li>uncrossable</li><li>inflexible</li><li>rigid</li><li>extremely</li><li>damned</li></ol>			
速度		<span class="tone4">sù</span> <span class="tone4">dù</span>	<ol><li>speed</li><li>rate</li><li>velocity</li><li>(music) tempo</li></ol>	个|個(<span class="tone4">gè</span>)		
随	隨	<span class="tone2">suí</span>	<ol><li>to follow</li><li>to comply with</li><li>varying according to...</li><li>to allow</li><li>subsequently</li></ol>			
随	隨	<span class="tone2">Suí</span>	<ol><li>surname Sui</li></ol>			
所		<span class="tone3">suǒ</span>	<ol><li>actually</li><li>place</li><li>classifier for houses, small buildings, institutions etc</li><li>that which</li><li>particle introducing a relative clause or passive</li></ol>	个|個(<span class="tone4">gè</span>)		
所长	所長	<span class="tone3">suǒ</span> <span class="tone3">zhǎng</span>	<ol><li>head of an institute etc</li></ol>			
所长	所長	<span class="tone3">suǒ</span> <span class="tone2">cháng</span>	<ol><li>what one is good at</li></ol>			
台	檯	<span class="tone2">tái</span>	<ol><li>desk; table; counter</li></ol>			
台	臺	<span class="tone2">tái</span>	<ol><li>platform</li><li>stage</li><li>terrace</li><li>stand</li><li>support</li><li>station</li><li>broadcasting station</li><li>classifier for vehicles or machines</li></ol>			
台	颱	<span class="tone2">tái</span>	<ol><li>typhoon</li></ol>			
台		<span class="tone2">tái</span>	<ol><li>(classical) you (in letters)</li></ol>			
台		<span class="tone2">Tái</span>	<ol><li>Taiwan (abbr.)</li><li>surname Tai</li></ol>			
台	臺	<span class="tone2">Tái</span>	<ol><li>Taiwan (abbr.)</li></ol>			
谈	談	<span class="tone2">tán</span>	<ol><li>to speak</li><li>to talk</li><li>to converse</li><li>to chat</li><li>to discuss</li></ol>			
谈	談	<span class="tone2">Tán</span>	<ol><li>surname Tan</li></ol>			
谈话	談話	<span class="tone2">tán</span> <span class="tone4">huà</span>	<ol><li>to talk (with sb)</li><li>to have a conversation</li><li>talk</li><li>conversation</li></ol>	次(<span class="tone4">cì</span>)		
谈判	談判	<span class="tone2">tán</span> <span class="tone4">pàn</span>	<ol><li>to negotiate</li><li>negotiation</li><li>talks</li><li>conference</li></ol>	个|個(<span class="tone4">gè</span>)		
汤	湯	<span class="tone1">tāng</span>	<ol><li>soup</li><li>hot or boiling water</li><li>decoction of medicinal herbs</li><li>water in which sth has been boiled</li></ol>			
汤	湯	<span class="tone1">Tāng</span>	<ol><li>surname Tang</li></ol>			
汤	湯	<span class="tone1">shāng</span>	<ol><li>rushing current</li></ol>			<span class="nobr">伤</span>
糖		<span class="tone2">táng</span>	<ol><li>sugar</li><li>sweets</li><li>candy</li></ol>	颗|顆(<span class="tone1">kē</span>), 块|塊(<span class="tone4">kuài</span>)		
糖	餹	<span class="tone2">táng</span>	<ol><li>old variant of 糖</li></ol>			
特色		<span class="tone4">tè</span> <span class="tone4">sè</span>	<ol><li>characteristic</li><li>distinguishing feature or quality</li></ol>			
提前		<span class="tone2">tí</span> <span class="tone2">qián</span>	<ol><li>to shift to an earlier date</li><li>to do sth ahead of time</li><li>in advance</li></ol>			
提问	提問	<span class="tone2">tí</span> <span class="tone4">wèn</span>	<ol><li>to question; to quiz; to grill</li></ol>			
题目	題目	<span class="tone2">tí</span> <span class="tone4">mù</span>	<ol><li>subject; title; topic (CL:個｜个)</li><li>exercise or exam question (CL:道)</li></ol>			
体会	體會	<span class="tone3">tǐ</span> <span class="tone4">huì</span>	<ol><li>to know from experience</li><li>to learn through experience</li><li>to realize</li><li>understanding</li><li>experience</li></ol>			
体现	體現	<span class="tone3">tǐ</span> <span class="tone4">xiàn</span>	<ol><li>to embody</li><li>to reflect</li><li>to incarnate</li></ol>			
体验	體驗	<span class="tone3">tǐ</span> <span class="tone4">yàn</span>	<ol><li>to experience for oneself</li></ol>			
天空		<span class="tone1">tiān</span> <span class="tone1">kōng</span>	<ol><li>sky</li></ol>			
甜		<span class="tone2">tián</span>	<ol><li>sweet</li></ol>			
调整	調整	<span class="tone2">tiáo</span> <span class="tone3">zhěng</span>	<ol><li>to adjust</li><li>adjustment</li><li>revision</li></ol>	个|個(<span class="tone4">gè</span>)		
跳		<span class="tone4">tiào</span>	<ol><li>to jump</li><li>to hop</li><li>to skip over</li><li>to bounce</li><li>to palpitate</li></ol>			
跳高		<span class="tone4">tiào</span> <span class="tone1">gāo</span>	<ol><li>high jump (athletics)</li></ol>			
跳舞		<span class="tone4">tiào</span> <span class="tone3">wǔ</span>	<ol><li>to dance</li></ol>			
跳远	跳遠	<span class="tone4">tiào</span> <span class="tone3">yuǎn</span>	<ol><li>long jump (athletics)</li></ol>			
铁	鐵	<span class="tone3">tiě</span>	<ol><li>iron (metal)</li><li>arms</li><li>weapons</li><li>hard</li><li>strong</li><li>violent</li><li>unshakeable</li><li>determined</li><li>close</li><li>tight (slang)</li></ol>			
铁	鐵	<span class="tone3">Tiě</span>	<ol><li>surname Tie</li></ol>			
铁路	鐵路	<span class="tone3">tiě</span> <span class="tone4">lù</span>	<ol><li>railroad</li><li>railway</li></ol>	条|條(<span class="tone2">tiáo</span>)		
听力	聽力	<span class="tone1">tīng</span> <span class="tone4">lì</span>	<ol><li>hearing</li><li>listening ability</li></ol>			
听众	聽眾	<span class="tone1">tīng</span> <span class="tone4">zhòng</span>	<ol><li>audience</li><li>listeners</li></ol>			
停止		<span class="tone2">tíng</span> <span class="tone3">zhǐ</span>	<ol><li>to stop; to halt; to cease</li></ol>			
通常		<span class="tone1">tōng</span> <span class="tone2">cháng</span>	<ol><li>regular; usual; normal</li><li>usually; normally</li></ol>			
通信		<span class="tone1">tōng</span> <span class="tone4">xìn</span>	<ol><li>to correspond (by letter etc)</li><li>to communicate</li><li>communication</li></ol>			
同意		<span class="tone2">tóng</span> <span class="tone4">yì</span>	<ol><li>to agree</li><li>to consent</li><li>to approve</li></ol>			
痛		<span class="tone4">tòng</span>	<ol><li>ache</li><li>pain</li><li>sorrow</li><li>deeply</li><li>thoroughly</li></ol>			<span class="nobr">通</span>
痛苦		<span class="tone4">tòng</span> <span class="tone3">kǔ</span>	<ol><li>pain</li><li>suffering</li><li>painful</li></ol>	个|個(<span class="tone4">gè</span>)		
头脑	頭腦	<span class="tone2">tóu</span> <span class="tone3">nǎo</span>	<ol><li>brains</li><li>mind</li><li>skull</li><li>(fig.) gist (of a matter)</li><li>leader</li><li>boss</li></ol>			
突出		<span class="tone1">tū</span> <span class="tone1">chū</span>	<ol><li>prominent</li><li>outstanding</li><li>to give prominence to</li><li>to protrude</li><li>to project</li></ol>			
突然		<span class="tone1">tū</span> <span class="tone2">rán</span>	<ol><li>sudden; abrupt; unexpected</li></ol>			
图	圖	<span class="tone2">tú</span>	<ol><li>diagram</li><li>picture</li><li>drawing</li><li>chart</li><li>map</li><li>to plan</li><li>to scheme</li><li>to attempt</li><li>to pursue</li><li>to seek</li></ol>	张|張(<span class="tone1">zhāng</span>)		
图画	圖畫	<span class="tone2">tú</span> <span class="tone4">huà</span>	<ol><li>drawing</li><li>picture</li></ol>			
土		<span class="tone3">tǔ</span>	<ol><li>earth</li><li>dust</li><li>clay</li><li>local</li><li>indigenous</li><li>crude opium</li><li>unsophisticated</li><li>one of the eight categories of ancient musical instruments 八音</li></ol>			
土		<span class="tone3">Tǔ</span>	<ol><li>Tu (ethnic group)</li><li>surname Tu</li></ol>			
团	團	<span class="tone2">tuán</span>	<ol><li>round</li><li>lump</li><li>ball</li><li>to roll into a ball</li><li>to gather</li><li>regiment</li><li>group</li><li>society</li><li>classifier for a lump or a soft mass: wad (of paper), ball (of wool), cloud (of smoke)</li></ol>			
团	糰	<span class="tone2">tuán</span>	<ol><li>dumpling</li></ol>			
团结	團結	<span class="tone2">tuánjié</span>	<ol><li>to unite</li><li>unity; solidarity</li><li>united</li></ol>			
团体	團體	<span class="tone2">tuán</span> <span class="tone3">tǐ</span>	<ol><li>group</li><li>organization</li><li>team</li></ol>	个|個(<span class="tone4">gè</span>)		
推动	推動	<span class="tone1">tuī</span> <span class="tone4">dòng</span>	<ol><li>to push (e.g. for acceptance of a plan); to promote; to give impetus to</li></ol>			
推广	推廣	<span class="tone1">tuī</span> <span class="tone3">guǎng</span>	<ol><li>to extend</li><li>to spread</li><li>to popularize</li><li>generalization</li><li>promotion (of a product etc)</li></ol>			
推进	推進	<span class="tone1">tuī</span> <span class="tone4">jìn</span>	<ol><li>to impel</li><li>to carry forward</li><li>to push on</li><li>to advance</li><li>to drive forward</li></ol>			
推开	推開	<span class="tone1">tuī</span> <span class="tone1">kāi</span>	<ol><li>to push open (a gate etc)</li><li>to push away</li><li>to reject</li><li>to decline</li></ol>			
退		<span class="tone4">tuì</span>	<ol><li>to retreat; to withdraw</li><li>to reject; to return (sth)</li><li>to decline</li></ol>			
退出		<span class="tone4">tuì</span> <span class="tone1">chū</span>	<ol><li>to withdraw</li><li>to abort</li><li>to quit</li><li>to log out (computing)</li></ol>			
退休		<span class="tone4">tuì</span> <span class="tone1">xiū</span>	<ol><li>to retire (from the workforce); to go into retirement</li></ol>			
外交		<span class="tone4">wài</span> <span class="tone1">jiāo</span>	<ol><li>diplomacy</li><li>diplomatic</li><li>foreign affairs</li></ol>	个|個(<span class="tone4">gè</span>)		
外面		<span class="tone4">wài</span> <span class="tone4">miàn</span>	<ol><li>outside (also pr. [wai4 mian5] for this sense)</li><li>surface</li><li>exterior</li><li>external appearance</li></ol>			
外文		<span class="tone4">wài</span> <span class="tone2">wén</span>	<ol><li>foreign language (written)</li></ol>			
完美		<span class="tone2">wán</span> <span class="tone3">měi</span>	<ol><li>perfect</li></ol>			
完善		<span class="tone2">wán</span> <span class="tone4">shàn</span>	<ol><li>(of systems, facilities etc) comprehensive</li><li>well-developed</li><li>excellent</li><li>to refine</li><li>to improve</li></ol>			
完整		<span class="tone2">wán</span> <span class="tone3">zhěng</span>	<ol><li>complete</li><li>intact</li></ol>			
玩具		<span class="tone2">wán</span> <span class="tone4">jù</span>	<ol><li>plaything</li><li>toy</li></ol>			
往往		<span class="tone3">wǎng</span> <span class="tone3">wǎng</span>	<ol><li>usually</li><li>in many cases</li><li>more often than not</li></ol>			
危害		<span class="tone1">wēi</span> <span class="tone4">hài</span>	<ol><li>to jeopardize</li><li>to harm</li><li>to endanger</li><li>harmful effect</li><li>damage</li></ol>	个|個(<span class="tone4">gè</span>)		
危险	危險	<span class="tone1">wēi</span> <span class="tone3">xiǎn</span>	<ol><li>danger</li><li>dangerous</li></ol>			
围	圍	<span class="tone2">wéi</span>	<ol><li>to encircle</li><li>to surround</li><li>all around</li><li>to wear by wrapping around (scarf, shawl)</li></ol>			<span class="nobr">为</span> <span class="nobr">喂</span>
围	圍	<span class="tone2">Wéi</span>	<ol><li>surname Wei</li></ol>			
伟大	偉大	<span class="tone3">wěi</span> <span class="tone4">dà</span>	<ol><li>huge; great; grand; worthy of the greatest admiration; important (contribution etc)</li></ol>			
卫生	衛生	<span class="tone4">wèi</span> <span class="tone1">shēng</span>	<ol><li>health</li><li>hygiene</li><li>sanitation</li></ol>			
卫生间	衛生間	<span class="tone4">wèi</span> <span class="tone1">shēng</span> <span class="tone1">jiān</span>	<ol><li>bathroom</li><li>toilet</li><li>WC</li></ol>	间|間(<span class="tone1">jiān</span>)		
为了	為了	<span class="tone4">wèi</span> <span class="tone5">le</span>	<ol><li>for; for the purpose of; in order to</li></ol>			
温暖	溫暖	<span class="tone1">wēn</span> <span class="tone3">nuǎn</span>	<ol><li>warm</li></ol>			
文化		<span class="tone2">wén</span> <span class="tone4">huà</span>	<ol><li>culture</li><li>civilization</li><li>cultural</li></ol>	个|個(<span class="tone4">gè</span>), 种|種(<span class="tone3">zhǒng</span>)		
文件		<span class="tone2">wén</span> <span class="tone4">jiàn</span>	<ol><li>document</li><li>file</li></ol>	份(<span class="tone4">fèn</span>)		
文明		<span class="tone2">wén</span> <span class="tone2">míng</span>	<ol><li>civilized</li><li>civilization</li><li>culture</li></ol>	个|個(<span class="tone4">gè</span>)		
文学	文學	<span class="tone2">wén</span> <span class="tone2">xué</span>	<ol><li>literature</li></ol>	种|種(<span class="tone3">zhǒng</span>)		
文章		<span class="tone2">wén</span> <span class="tone1">zhāng</span>	<ol><li>article</li><li>essay</li><li>literary works</li><li>writings</li><li>hidden meaning</li></ol>	篇(<span class="tone1">piān</span>), 段(<span class="tone4">duàn</span>), 页|頁(<span class="tone4">yè</span>)		
文字		<span class="tone2">wén</span> <span class="tone4">zì</span>	<ol><li>character</li><li>script</li><li>writing</li><li>written language</li><li>writing style</li><li>phraseology</li></ol>	个|個(<span class="tone4">gè</span>)		
握手		<span class="tone4">wò</span> <span class="tone3">shǒu</span>	<ol><li>to shake hands</li></ol>			
屋子		<span class="tone1">wū</span> <span class="tone5">zi</span>	<ol><li>house</li><li>room</li></ol>	间|間(<span class="tone1">jiān</span>)		
武器		<span class="tone3">wǔ</span> <span class="tone4">qì</span>	<ol><li>weapon</li><li>arms</li></ol>	种|種(<span class="tone3">zhǒng</span>)		
武术	武術	<span class="tone3">wǔ</span> <span class="tone4">shù</span>	<ol><li>military skill or technique (in former times)</li><li>all kinds of martial art sports (some claiming spiritual development)</li><li>self-defense</li><li>tradition of choreographed fights from opera and film (recent usage)</li><li>also called kungfu 功夫</li></ol>	种|種(<span class="tone3">zhǒng</span>)		
舞台	舞臺	<span class="tone3">wǔ</span> <span class="tone2">tái</span>	<ol><li>(lit. and fig.) stage; arena</li></ol>			
西部		<span class="tone1">xī</span> <span class="tone4">bù</span>	<ol><li>western part</li></ol>			
希望		<span class="tone1">xī</span> <span class="tone4">wàng</span>	<ol><li>to hope</li><li>a hope; a wish (CL:個｜个)</li></ol>			
系	係	<span class="tone4">xì</span>	<ol><li>to connect</li><li>to relate to</li><li>to tie up</li><li>to bind</li><li>to be (literary)</li></ol>			
系		<span class="tone4">xì</span>	<ol><li>system</li><li>department</li><li>faculty</li></ol>			
系	繫	<span class="tone4">xì</span>	<ol><li>to connect</li><li>to arrest</li><li>to worry</li></ol>			
系	繫	<span class="tone4">jì</span>	<ol><li>to tie</li><li>to fasten</li><li>to button up</li></ol>			<span class="nobr">记</span> <span class="nobr">骑</span>
下来	下來	<span class="tone4">xià</span> <span class="tone5">lai</span>	<ol><li>to come down</li><li>(completed action marker)</li><li>(after verb of motion, indicates motion down and towards us, also fig.)</li><li>(indicates continuation from the past towards us)</li><li>to be harvested (of crops)</li><li>to be over (of a period of time)</li><li>to go among the masses (said of leaders)</li></ol>			
下面		<span class="tone4">xià</span> <span class="tone4">miàn</span>	<ol><li>below</li><li>under</li><li>next</li><li>the following</li><li>also pr. [xia4 mian5]</li></ol>			
下面	下麵	<span class="tone4">xià</span> <span class="tone4">miàn</span>	<ol><li>to boil noodles</li></ol>			
下去		<span class="tone4">xià</span> <span class="tone4">qù</span>	<ol><li>to go down</li><li>to descend</li><li>to go on</li><li>to continue</li><li>(of a servant) to withdraw</li></ol>			
先进	先進	<span class="tone1">xiān</span> <span class="tone4">jìn</span>	<ol><li>sophisticated; advanced (technology etc)</li><li>meritorious; exemplary (deeds etc)</li></ol>			
显得	顯得	<span class="tone3">xiǎn</span> <span class="tone5">de</span>	<ol><li>to seem</li><li>to look</li><li>to appear</li></ol>			
显然	顯然	<span class="tone3">xiǎn</span> <span class="tone2">rán</span>	<ol><li>clearly; evidently; obviously</li></ol>			
显示	顯示	<span class="tone3">xiǎn</span> <span class="tone4">shì</span>	<ol><li>to show</li><li>to illustrate</li><li>to display</li><li>to demonstrate</li></ol>			
现场	現場	<span class="tone4">xiàn</span> <span class="tone3">chǎng</span>	<ol><li>the scene (of a crime, accident etc)</li><li>(on) the spot</li><li>(at) the site</li></ol>			
现代	現代	<span class="tone4">xiàn</span> <span class="tone4">dài</span>	<ol><li>modern times</li><li>modern age</li><li>modern era</li></ol>			
现代	現代	<span class="tone4">Xiàn</span> <span class="tone4">dài</span>	<ol><li>Hyundai, South Korean company</li></ol>			
现金	現金	<span class="tone4">xiàn</span> <span class="tone1">jīn</span>	<ol><li>cash</li></ol>			
现实	現實	<span class="tone4">xiàn</span> <span class="tone2">shí</span>	<ol><li>reality; actuality</li><li>real; actual</li><li>realistic; pragmatic; materialistic; self-interested</li></ol>			
现象	現象	<span class="tone4">xiàn</span> <span class="tone4">xiàng</span>	<ol><li>phenomenon</li><li>appearance</li></ol>	个|個(<span class="tone4">gè</span>), 种|種(<span class="tone3">zhǒng</span>)		
线	線	<span class="tone4">xiàn</span>	<ol><li>thread</li><li>string</li><li>wire</li><li>line</li><li>(after a number) tier (unofficial ranking of a Chinese city)</li></ol>	条|條(<span class="tone2">tiáo</span>), 股(<span class="tone3">gǔ</span>), 根(<span class="tone1">gēn</span>)		<span class="nobr">见</span>
相比		<span class="tone1">xiāng</span> <span class="tone3">bǐ</span>	<ol><li>to compare</li></ol>			
相当	相當	<span class="tone1">xiāng</span> <span class="tone1">dāng</span>	<ol><li>equivalent to</li><li>appropriate</li><li>considerably</li><li>to a certain extent</li><li>fairly</li><li>quite</li></ol>			
相关	相關	<span class="tone1">xiāng</span> <span class="tone1">guān</span>	<ol><li>related</li><li>relevant</li><li>pertinent</li><li>to be interrelated</li><li>(statistics) correlation</li></ol>			
相互		<span class="tone1">xiāng</span> <span class="tone4">hù</span>	<ol><li>each other</li><li>mutual</li></ol>			
相似		<span class="tone1">xiāng</span> <span class="tone4">sì</span>	<ol><li>similar; alike</li></ol>			
香		<span class="tone1">xiāng</span>	<ol><li>fragrant</li><li>sweet smelling</li><li>aromatic</li><li>savory or appetizing</li><li>(to eat) with relish</li><li>(of sleep) sound</li><li>perfume or spice</li><li>joss or incense stick</li></ol>	根(<span class="tone1">gēn</span>)		
香蕉		<span class="tone1">xiāng</span> <span class="tone1">jiāo</span>	<ol><li>banana</li></ol>	枝(<span class="tone1">zhī</span>), 根(<span class="tone1">gēn</span>), 个|個(<span class="tone4">gè</span>), 把(<span class="tone3">bǎ</span>)		
消费	消費	<span class="tone1">xiāo</span> <span class="tone4">fèi</span>	<ol><li>to consume (goods and services, resources etc)</li></ol>			
消失		<span class="tone1">xiāo</span> <span class="tone1">shī</span>	<ol><li>to disappear; to fade away</li></ol>			
消息		<span class="tone1">xiāo</span> <span class="tone5">xi</span>	<ol><li>news</li><li>information</li></ol>	条|條(<span class="tone2">tiáo</span>)		
效果		<span class="tone4">xiào</span> <span class="tone3">guǒ</span>	<ol><li>result</li><li>effect</li><li>efficacy</li><li>(theater) sound or visual effects</li></ol>			
写作	寫作	<span class="tone3">xiě</span> <span class="tone4">zuò</span>	<ol><li>to write</li><li>to compose</li><li>writing</li><li>written works</li></ol>			
血		<span class="tone4">xuè</span>	<ol><li>blood</li><li>colloquial pr. [xie3]</li></ol>	滴(<span class="tone1">dī</span>), 片(<span class="tone4">piàn</span>)		
心		<span class="tone1">xīn</span>	<ol><li>heart</li><li>mind</li><li>intention</li><li>center</li><li>core</li></ol>	颗|顆(<span class="tone1">kē</span>), 个|個(<span class="tone4">gè</span>)		
信封		<span class="tone4">xìn</span> <span class="tone1">fēng</span>	<ol><li>envelope</li></ol>	个|個(<span class="tone4">gè</span>)		
信任		<span class="tone4">xìn</span> <span class="tone4">rèn</span>	<ol><li>to trust</li><li>to have confidence in</li></ol>			
行李		<span class="tone2">xíng</span> <span class="tone5">li</span>	<ol><li>luggage</li></ol>	件(<span class="tone4">jiàn</span>)		
形成		<span class="tone2">xíng</span> <span class="tone2">chéng</span>	<ol><li>to form; to take shape</li></ol>			
形式		<span class="tone2">xíng</span> <span class="tone4">shì</span>	<ol><li>outer appearance</li><li>form</li><li>shape</li><li>formality</li></ol>	个|個(<span class="tone4">gè</span>)		
形象		<span class="tone2">xíng</span> <span class="tone4">xiàng</span>	<ol><li>image</li><li>form</li><li>figure</li><li>visualization</li><li>vivid</li></ol>	个|個(<span class="tone4">gè</span>)		
形状	形狀	<span class="tone2">xíng</span> <span class="tone4">zhuàng</span>	<ol><li>form; shape</li></ol>	个|個(<span class="tone4">gè</span>)		
幸福		<span class="tone4">xìng</span> <span class="tone2">fú</span>	<ol><li>happiness</li><li>happy</li><li>blessed</li></ol>			
幸运	幸運	<span class="tone4">xìngyùn</span>	<ol><li>fortunate; lucky</li><li>good fortune; luck</li></ol>			
性		<span class="tone4">xìng</span>	<ol><li>nature</li><li>character</li><li>property</li><li>quality</li><li>attribute</li><li>sexuality</li><li>sex</li><li>gender</li><li>suffix forming adjective from verb</li><li>suffix forming noun from adjective, corresponding to -ness or -ity</li><li>essence</li></ol>	个|個(<span class="tone4">gè</span>)		<span class="nobr">姓</span>
性别	性別	<span class="tone4">xìng</span> <span class="tone2">bié</span>	<ol><li>gender</li><li>sex</li></ol>			
性格		<span class="tone4">xìng</span> <span class="tone2">gé</span>	<ol><li>nature</li><li>disposition</li><li>temperament</li><li>character</li></ol>	个|個(<span class="tone4">gè</span>)		
修		<span class="tone1">xiū</span>	<ol><li>to decorate</li><li>to embellish</li><li>to repair</li><li>to build</li><li>to write</li><li>to cultivate</li><li>to study</li><li>to take (a class)</li></ol>			
修		<span class="tone1">Xiū</span>	<ol><li>surname Xiu</li></ol>			
修改		<span class="tone1">xiū</span> <span class="tone3">gǎi</span>	<ol><li>to amend</li><li>to alter</li><li>to modify</li></ol>			
需求		<span class="tone1">xū</span> <span class="tone2">qiú</span>	<ol><li>requirement</li><li>to require</li><li>(economics) demand</li></ol>			
需要		<span class="tone1">xū</span> <span class="tone4">yào</span>	<ol><li>to need; to want; to demand; to require</li><li>needs</li></ol>			
宣布		<span class="tone1">xuān</span> <span class="tone4">bù</span>	<ol><li>to declare</li><li>to announce</li><li>to proclaim</li></ol>			
宣传	宣傳	<span class="tone1">xuān</span> <span class="tone2">chuán</span>	<ol><li>to disseminate</li><li>to give publicity to</li><li>propaganda</li></ol>	个|個(<span class="tone4">gè</span>)		
选手	選手	<span class="tone3">xuǎn</span> <span class="tone3">shǒu</span>	<ol><li>athlete</li><li>contestant</li></ol>			
学费	學費	<span class="tone2">xué</span> <span class="tone4">fèi</span>	<ol><li>tuition fee</li><li>tuition</li></ol>	个|個(<span class="tone4">gè</span>)		
训练	訓練	<span class="tone4">xùn</span> <span class="tone4">liàn</span>	<ol><li>to train</li><li>to drill</li><li>training</li></ol>	个|個(<span class="tone4">gè</span>)		
压	壓	<span class="tone1">yā</span>	<ol><li>to press</li><li>to push down</li><li>to keep under (control)</li><li>pressure</li></ol>			
压	壓	<span class="tone4">yà</span>	<ol><li>used in 壓根兒｜压根儿 and 壓馬路｜压马路 and 壓板｜压板</li></ol>			
压力	壓力	<span class="tone1">yā</span> <span class="tone4">lì</span>	<ol><li>pressure</li></ol>			
烟	煙	<span class="tone1">yān</span>	<ol><li>cigarette or pipe tobacco</li><li>smoke</li><li>mist</li><li>vapour</li><li>tobacco plant</li><li>(of the eyes) to be irritated by smoke</li></ol>	根(<span class="tone1">gēn</span>), 缕|縷(<span class="tone3">lu%3Ǎ</span>)		
眼前		<span class="tone3">yǎn</span> <span class="tone2">qián</span>	<ol><li>before one's eyes</li><li>now</li><li>at present</li></ol>			
演		<span class="tone3">yǎn</span>	<ol><li>to perform (a play etc); to stage (a show)</li><li>(bound form) to develop; to play out; to carry out (a task)</li></ol>			<span class="nobr">眼</span>
演唱		<span class="tone3">yǎn</span> <span class="tone4">chàng</span>	<ol><li>to sing (for an audience)</li><li>vocal performance</li></ol>			
演唱会	演唱會	<span class="tone3">yǎn</span> <span class="tone4">chàng</span> <span class="tone4">huì</span>	<ol><li>vocal recital or concert</li></ol>			
演出		<span class="tone3">yǎn</span> <span class="tone1">chū</span>	<ol><li>to act (in a play)</li><li>to perform</li><li>to put on (a performance)</li><li>performance</li><li>concert</li><li>show</li></ol>	场|場(<span class="tone3">chǎng</span>), 次(<span class="tone4">cì</span>)		
演员	演員	<span class="tone3">yǎnyuán</span>	<ol><li>actor; actress; performer</li></ol>			
羊		<span class="tone2">yáng</span>	<ol><li>sheep; goat</li></ol>	头|頭(<span class="tone2">tóu</span>), 只|隻(<span class="tone1">zhī</span>)		
羊		<span class="tone2">Yáng</span>	<ol><li>surname Yang</li></ol>			
阳光	陽光	<span class="tone2">yáng</span> <span class="tone1">guāng</span>	<ol><li>sunshine</li><li>(of personality) upbeat; energetic</li><li>transparent (open to public scrutiny)</li></ol>			
要是		<span class="tone4">yàoshi</span>	<ol><li>(coll.) if</li></ol>			
衣架		<span class="tone1">yī</span> <span class="tone4">jià</span>	<ol><li>clothes hanger</li><li>clothes rack</li></ol>			
一切		<span class="tone1">yī</span> <span class="tone4">qiè</span>	<ol><li>everything</li><li>every</li><li>all</li></ol>			
已		<span class="tone3">yǐ</span>	<ol><li>already</li><li>to stop</li><li>then</li><li>afterwards</li></ol>			
以来	以來	<span class="tone3">yǐ</span> <span class="tone2">lái</span>	<ol><li>since (a previous event)</li></ol>			
一方面		<span class="tone1">yī</span> <span class="tone1">fāng</span> <span class="tone4">miàn</span>	<ol><li>on the one hand</li></ol>			
艺术	藝術	<span class="tone4">yì</span> <span class="tone4">shù</span>	<ol><li>art</li></ol>			
意外		<span class="tone4">yì</span> <span class="tone4">wài</span>	<ol><li>unexpected</li><li>accident</li><li>mishap</li></ol>	个|個(<span class="tone4">gè</span>)		
意义	意義	<span class="tone4">yì</span> <span class="tone4">yì</span>	<ol><li>sense</li><li>meaning</li><li>significance</li><li>importance</li></ol>	个|個(<span class="tone4">gè</span>)		
