#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
逼真		<span class="tone1">bī</span> <span class="tone1">zhēn</span>	<ol><li>lifelike</li><li>true to life</li><li>distinctly</li><li>clearly</li></ol>			
辩	辯	<span class="tone4">biàn</span>	<ol><li>to dispute</li><li>to debate</li><li>to argue</li><li>to discuss</li></ol>			<span class="nobr">便</span> <span class="nobr">变</span> <span class="nobr">遍</span>
辨别	辨別	<span class="tone4">biàn</span> <span class="tone2">bié</span>	<ol><li>to distinguish; to differentiate; to discern; to recognize; to tell</li></ol>			
遍布		<span class="tone4">biàn</span> <span class="tone4">bù</span>	<ol><li>to cover the whole (area)</li><li>to be found throughout</li></ol>			
鞭策		<span class="tone1">biān</span> <span class="tone4">cè</span>	<ol><li>to spur on</li><li>to urge on</li><li>to encourage sb (e.g. to make progress)</li></ol>			
便道		<span class="tone4">biàn</span> <span class="tone4">dào</span>	<ol><li>pavement</li><li>sidewalk</li><li>shortcut</li><li>makeshift road</li></ol>			
便饭	便飯	<span class="tone4">biàn</span> <span class="tone4">fàn</span>	<ol><li>an ordinary meal</li><li>simple home cooking</li></ol>			
变革	變革	<span class="tone4">biàn</span> <span class="tone2">gé</span>	<ol><li>to transform</li><li>to change</li></ol>			
编号	編號	<span class="tone1">biān</span> <span class="tone4">hào</span>	<ol><li>to number</li><li>numbering</li><li>serial number</li></ol>			
辩护	辯護	<span class="tone4">biàn</span> <span class="tone4">hù</span>	<ol><li>to speak in defense of</li><li>to argue in favor of</li><li>to defend</li><li>to plead</li></ol>			
变幻莫测	變幻莫測	<span class="tone4">biàn</span> <span class="tone4">huàn</span> <span class="tone4">mò</span> <span class="tone4">cè</span>	<ol><li>to change unpredictably</li><li>unpredictable</li><li>erratic</li><li>treacherous</li></ol>			
边疆	邊疆	<span class="tone1">biān</span> <span class="tone1">jiāng</span>	<ol><li>border area</li><li>borderland</li><li>frontier</li><li>frontier region</li></ol>			
便捷		<span class="tone4">biàn</span> <span class="tone2">jié</span>	<ol><li>convenient and fast</li></ol>			
辩解	辯解	<span class="tone4">biàn</span> <span class="tone3">jiě</span>	<ol><li>to explain</li><li>to justify</li><li>to defend (a point of view etc)</li><li>to provide an explanation</li><li>to try to defend oneself</li></ol>			
边界	邊界	<span class="tone1">biān</span> <span class="tone4">jiè</span>	<ol><li>boundary</li><li>border</li></ol>			
编剧	編劇	<span class="tone1">biān</span> <span class="tone4">jù</span>	<ol><li>to write a play</li><li>scenario</li><li>dramatist</li><li>screenwriter</li></ol>			
便利店		<span class="tone4">biàn</span> <span class="tone4">lì</span> <span class="tone4">diàn</span>	<ol><li>convenience store</li></ol>			
编排	編排	<span class="tone1">biān</span> <span class="tone2">pái</span>	<ol><li>to arrange</li><li>to lay out</li></ol>			
鞭炮		<span class="tone1">biān</span> <span class="tone4">pào</span>	<ol><li>firecrackers</li><li>string of small firecrackers</li></ol>	枚(<span class="tone2">méi</span>)		
变迁	變遷	<span class="tone4">biàn</span> <span class="tone1">qiān</span>	<ol><li>changes</li><li>vicissitudes</li></ol>			
辨认	辨認	<span class="tone4">biàn</span> <span class="tone4">rèn</span>	<ol><li>to recognize</li><li>to identify</li></ol>			
编写	編寫	<span class="tone1">biān</span> <span class="tone3">xiě</span>	<ol><li>to compile</li></ol>			
变异	變異	<span class="tone4">biàn</span> <span class="tone4">yì</span>	<ol><li>variation</li></ol>			
边远	邊遠	<span class="tone1">biān</span> <span class="tone3">yuǎn</span>	<ol><li>far from the center</li><li>remote</li><li>outlying</li></ol>			
编造	編造	<span class="tone1">biān</span> <span class="tone4">zào</span>	<ol><li>to compile</li><li>to draw up</li><li>to fabricate</li><li>to invent</li><li>to concoct</li><li>to make up</li><li>to cook up</li></ol>			
贬值	貶值	<span class="tone3">biǎn</span> <span class="tone2">zhí</span>	<ol><li>to become devaluated</li><li>to devaluate</li><li>to depreciate</li></ol>			
变质	變質	<span class="tone4">biàn</span> <span class="tone4">zhì</span>	<ol><li>to degenerate; to deteriorate</li><li>(of food) to go bad; to go off</li><li>(geology) metamorphism</li></ol>			
辫子	辮子	<span class="tone4">biàn</span> <span class="tone5">zi</span>	<ol><li>plait</li><li>braid</li><li>pigtail</li><li>a mistake or shortcoming that may be exploited by an opponent</li><li>handle</li></ol>	根(<span class="tone1">gēn</span>), 条|條(<span class="tone2">tiáo</span>)		
标	標	<span class="tone1">biāo</span>	<ol><li>mark</li><li>sign</li><li>label</li><li>to mark with a symbol, label, lettering etc</li><li>to bear (a brand name, registration number etc)</li><li>prize</li><li>award</li><li>bid</li><li>target</li><li>quota</li><li>(old) the topmost branches of a tree</li><li>visible symptom</li><li>classifier for military units</li></ol>			
表白		<span class="tone3">biǎo</span> <span class="tone2">bái</span>	<ol><li>to explain oneself</li><li>to express</li><li>to reveal one's thoughts or feelings</li><li>declaration</li><li>confession</li></ol>			
标榜	標榜	<span class="tone1">biāo</span> <span class="tone3">bǎng</span>	<ol><li>to flaunt</li><li>to advertise</li><li>to parade</li><li>boost</li><li>excessive praise</li></ol>			
标本	標本	<span class="tone1">biāo</span> <span class="tone3">běn</span>	<ol><li>specimen; sample</li><li>the root cause and symptoms of a disease</li></ol>			
表决	表決	<span class="tone3">biǎo</span> <span class="tone2">jué</span>	<ol><li>to decide by vote</li><li>to vote</li></ol>			
标签	標籤	<span class="tone1">biāo</span> <span class="tone1">qiān</span>	<ol><li>label</li><li>tag</li><li>(computing) tab (GUI element)</li></ol>			
飙升	飆升	<span class="tone1">biāo</span> <span class="tone1">shēng</span>	<ol><li>to rise rapidly</li><li>to soar</li></ol>			
标示	標示	<span class="tone1">biāo</span> <span class="tone4">shì</span>	<ol><li>to indicate</li></ol>			
表述		<span class="tone3">biǎo</span> <span class="tone4">shù</span>	<ol><li>to express; to articulate; to formulate</li></ol>			
表率		<span class="tone3">biǎo</span> <span class="tone4">shuài</span>	<ol><li>example</li><li>model</li></ol>			
表态	表態	<span class="tone3">biǎo</span> <span class="tone4">tài</span>	<ol><li>to declare one's position</li><li>to say where one stands</li></ol>			
标语	標語	<span class="tone1">biāo</span> <span class="tone3">yǔ</span>	<ol><li>written slogan</li><li>placard</li></ol>	幅(<span class="tone2">fú</span>), 张|張(<span class="tone1">zhāng</span>), 条|條(<span class="tone2">tiáo</span>)		
表彰		<span class="tone3">biǎo</span> <span class="tone1">zhāng</span>	<ol><li>to honor</li><li>to commend</li><li>to cite (in dispatches)</li></ol>			
标致	標致	<span class="tone1">Biāo</span> <span class="tone4">zhì</span>	<ol><li>Peugeot</li></ol>			
标致	標致	<span class="tone1">biāo</span> <span class="tone5">zhi</span>	<ol><li>(of a woman) beautiful; pretty</li></ol>			
憋		<span class="tone1">biē</span>	<ol><li>to choke</li><li>to stifle</li><li>to restrain</li><li>to hold back</li><li>to hold in (urine)</li><li>to hold (one's breath)</li></ol>			
别具匠心	別具匠心	<span class="tone2">bié</span> <span class="tone4">jù</span> <span class="tone4">jiàng</span> <span class="tone1">xīn</span>	<ol><li>to show ingenuity</li><li>(of a design) clever</li><li>brilliantly conceived</li></ol>			
别看	別看	<span class="tone2">bié</span> <span class="tone4">kàn</span>	<ol><li>don't be fooled by the fact that</li></ol>			
别扭	彆扭	<span class="tone4">biè</span> <span class="tone5">niu</span>	<ol><li>awkward</li><li>difficult</li><li>uncomfortable</li><li>not agreeing</li><li>at loggerheads</li><li>gauche</li></ol>			
别墅	別墅	<span class="tone2">bié</span> <span class="tone4">shù</span>	<ol><li>villa</li></ol>	幢(<span class="tone4">zhuàng</span>), 座(<span class="tone4">zuò</span>)		
别说	別說	<span class="tone2">biéshuō</span>	<ol><li>to say nothing of; not to mention; let alone</li></ol>			
别提了	別提了	<span class="tone2">bié</span> <span class="tone2">tí</span> <span class="tone5">le</span>	<ol><li>say no more</li><li>don't bring it up</li><li>drop the subject</li></ol>			
别致	別緻	<span class="tone2">bié</span> <span class="tone4">zhì</span>	<ol><li>unusual; unique</li></ol>			
彬彬有礼	彬彬有禮	<span class="tone1">bīn</span> <span class="tone1">bīn</span> <span class="tone3">yǒu</span> <span class="tone3">lǐ</span>	<ol><li>refined and courteous</li><li>urbane</li></ol>			
缤纷	繽紛	<span class="tone1">bīn</span> <span class="tone1">fēn</span>	<ol><li>vast and various</li><li>rich and diverse</li></ol>			
滨海	濱海	<span class="tone1">bīn</span> <span class="tone3">hǎi</span>	<ol><li>coastal</li><li>bordering the sea</li></ol>			
滨海	濱海	<span class="tone1">Bīn</span> <span class="tone3">hǎi</span>	<ol><li>Binhai (place name)</li><li>Binhai New District, subprovincial district of Tianjin</li><li>Binhai county in Yancheng 鹽城｜盐城, Jiangsu</li><li>fictitious city Binhai in political satire</li><li>Primorsky, a territory in the far east of Russia</li></ol>			
丙		<span class="tone3">bǐng</span>	<ol><li>third of the ten Heavenly Stems 十天干</li><li>third in order</li><li>letter "C" or Roman "III" in list "A, B, C", or "I, II, III" etc</li><li>ancient Chinese compass point: 165°</li><li>propyl</li></ol>			<span class="nobr">饼</span>
秉承		<span class="tone3">bǐng</span> <span class="tone2">chéng</span>	<ol><li>to take orders</li><li>to receive commands</li><li>to carry on (a tradition)</li></ol>			
病床		<span class="tone4">bìng</span> <span class="tone2">chuáng</span>	<ol><li>hospital bed</li><li>sickbed</li></ol>			
并非	並非	<span class="tone4">bìng</span> <span class="tone1">fēi</span>	<ol><li>really isn't</li></ol>			
并购	併購	<span class="tone4">bìng</span> <span class="tone4">gòu</span>	<ol><li>merger and acquisition (M and A)</li><li>acquisition</li><li>to take over</li></ol>			
冰棍儿	冰棍兒	<span class="tone1">bīng</span> <span class="tone4">gùnr</span>	<ol><li>ice lolly</li><li>popsicle</li></ol>			
并列	並列	<span class="tone4">bìng</span> <span class="tone4">liè</span>	<ol><li>to stand side by side</li><li>to be juxtaposed</li></ol>			
冰山		<span class="tone1">bīng</span> <span class="tone1">shān</span>	<ol><li>iceberg</li></ol>	座(<span class="tone4">zuò</span>)		
并行	並行	<span class="tone4">bìng</span> <span class="tone2">xíng</span>	<ol><li>to proceed in parallel</li><li>side by side (of two processes, developments, thoughts etc)</li></ol>			
病症		<span class="tone4">bìng</span> <span class="tone4">zhèng</span>	<ol><li>disease</li><li>illness</li></ol>			
拨	撥	<span class="tone1">bō</span>	<ol><li>to push aside with the hand, foot, a stick etc</li><li>to dial</li><li>to allocate</li><li>to set aside (money)</li><li>to poke (the fire)</li><li>to pluck (a string instrument)</li><li>to turn round</li><li>classifier: group, batch</li></ol>			<span class="nobr">剥</span> <span class="nobr">播</span>
伯伯		<span class="tone2">bó</span> <span class="tone5">bo</span>	<ol><li>father's elder brother</li><li>uncle</li></ol>			
搏斗	搏鬥	<span class="tone2">bó</span> <span class="tone4">dòu</span>	<ol><li>to wrestle; to fight; to struggle</li></ol>			
剥夺	剝奪	<span class="tone1">bō</span> <span class="tone2">duó</span>	<ol><li>to deprive</li><li>to expropriate</li><li>to strip (sb of his property)</li></ol>			
伯父		<span class="tone2">bó</span> <span class="tone4">fù</span>	<ol><li>father's elder brother</li><li>term of respect for older man</li></ol>	个|個(<span class="tone4">gè</span>)		
驳回	駁回	<span class="tone2">bó</span> <span class="tone2">huí</span>	<ol><li>to reject</li><li>to turn down</li><li>to overrule</li></ol>			
波及		<span class="tone1">bō</span> <span class="tone2">jí</span>	<ol><li>to spread to</li><li>to involve</li><li>to affect</li></ol>			
拨款	撥款	<span class="tone1">bō</span> <span class="tone3">kuǎn</span>	<ol><li>to allocate funds</li><li>appropriation</li></ol>			
波澜	波瀾	<span class="tone1">bō</span> <span class="tone2">lán</span>	<ol><li>billows</li><li>great waves (fig. of a story with great momentum)</li></ol>			
伯母		<span class="tone2">bó</span> <span class="tone3">mǔ</span>	<ol><li>wife of father's elder brother</li><li>aunt</li><li>(polite form of address for a woman who is about the age of one's mother)</li></ol>	个|個(<span class="tone4">gè</span>)		
波涛	波濤	<span class="tone1">bō</span> <span class="tone1">tāo</span>	<ol><li>great waves</li><li>billows</li></ol>			
拨通	撥通	<span class="tone1">bō</span> <span class="tone1">tōng</span>	<ol><li>to get through to sb on the phone</li></ol>			
剥削	剝削	<span class="tone1">bō</span> <span class="tone1">xuē</span>	<ol><li>to exploit</li><li>exploitation</li></ol>			
波折		<span class="tone1">bō</span> <span class="tone2">zhé</span>	<ol><li>twists and turns</li></ol>			
脖子		<span class="tone2">bó</span> <span class="tone5">zi</span>	<ol><li>neck</li></ol>	个|個(<span class="tone4">gè</span>)		
不耻下问	不恥下問	<span class="tone4">bù</span> <span class="tone3">chǐ</span> <span class="tone4">xià</span> <span class="tone4">wèn</span>	<ol><li>not feel ashamed to ask and learn from one's subordinates</li></ol>			
不辞而别	不辭而別	<span class="tone4">bù</span> <span class="tone2">cí</span> <span class="tone2">ér</span> <span class="tone2">bié</span>	<ol><li>to leave without saying good-bye</li></ol>			
不得而知		<span class="tone4">bù</span> <span class="tone2">dé</span> <span class="tone2">ér</span> <span class="tone1">zhī</span>	<ol><li>unknown</li><li>unable to find out</li></ol>			
不得已		<span class="tone4">bù</span> <span class="tone2">dé</span> <span class="tone3">yǐ</span>	<ol><li>to act against one's will</li><li>to have no alternative but to</li><li>to have to</li><li>to have no choice</li><li>must</li></ol>			
不定		<span class="tone4">bù</span> <span class="tone4">dìng</span>	<ol><li>indefinite</li><li>indeterminate</li><li>(botany) adventitious</li></ol>			
步伐		<span class="tone4">bù</span> <span class="tone2">fá</span>	<ol><li>pace</li><li>(measured) step</li><li>march</li></ol>			
不妨		<span class="tone4">bùfáng</span>	<ol><li>there is no harm in; might as well</li></ol>			
不服		<span class="tone4">bù</span> <span class="tone2">fú</span>	<ol><li>not to accept sth</li><li>to want to have sth overruled or changed</li><li>to refuse to obey or comply</li><li>to refuse to accept as final</li><li>to remain unconvinced by</li><li>not to give in to</li></ol>			
不服气	不服氣	<span class="tone4">bù</span> <span class="tone2">fú</span> <span class="tone4">qì</span>	<ol><li>unwilling to concede</li><li>defiant</li><li>indignant</li><li>to find it galling</li></ol>			
补给	補給	<span class="tone3">bǔ</span> <span class="tone3">jǐ</span>	<ol><li>supply</li><li>replenishment</li><li>to replenish</li></ol>			
不假思索		<span class="tone4">bù</span> <span class="tone3">jiǎ</span> <span class="tone1">sī</span> <span class="tone3">suǒ</span>	<ol><li>(idiom) to act without taking time to think; to react instantly; to fire from the hip</li></ol>			
